tpid	TraitOriginalName	TraitAnnotation	TraitAnnotationID	Property	ProAnnotation	ProAnnotationID	ActualProValue	pmcId									
416	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	1.91‡	PMC4321030									
417	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	F Values Location	location	http://biohackathon.org/resource/faldo#Position	—	PMC4321030									
418	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
419	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	1.91‡	PMC4321030									
420	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	F Values Location	location	http://biohackathon.org/resource/faldo#Position	—	PMC4321030									
421	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
422	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
423	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	At4g10050	PMC4321030									
424	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
425	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	4.14/1.69	PMC4321030									
426	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
427	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	At4g10050	PMC4321030									
428	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
429	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	4.14/1.69	PMC4321030									
430	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
431	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	cLEX4G10-At5g04590	PMC4321030									
432	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	6.9‒9.0	PMC4321030									
434	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
435	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
436	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	cLEX4G10-At5g04590	PMC4321030									
437	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	6.9‒9.0	PMC4321030									
439	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
440	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	15.44‡	PMC4321030									
441	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	F Values Location	location	http://biohackathon.org/resource/faldo#Position	0.04 ns	PMC4321030									
442	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Location	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
443	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
444	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194	PMC4321030									
445	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
446	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	4.56/1.69	PMC4321030									
447	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
448	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194-J1	PMC4321030									
449	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	0.0‒1.4	PMC4321030									
451	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
452	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	5.56‡	PMC4321030									
453	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	F Values Location	location	http://biohackathon.org/resource/faldo#Position	—	PMC4321030									
454	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Location	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
455	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
456	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194	PMC4321030									
457	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
458	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	2.10/1.75	PMC4321030									
459	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
460	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194-T0408	PMC4321030									
461	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	0.0‒0.7	PMC4321030									
463	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
464	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	17.45‡	PMC4321030									
465	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	F Values Location	location	http://biohackathon.org/resource/faldo#Position	—	PMC4321030									
466	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Location	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
467	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
468	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	At5g04590	PMC4321030									
469	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
470	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	9.68/1.88	PMC4321030									
471	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
472	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	At2g14260-TG400	PMC4321030									
473	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	8.4‒9.4	PMC4321030									
475	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
476	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	6.32‡	PMC4321030									
477	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	F Values Location	location	http://biohackathon.org/resource/faldo#Position	3.19 ns	PMC4321030									
478	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Location	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
479	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
480	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	T0408	PMC4321030									
481	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
482	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	2.40/1.65	PMC4321030									
483	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
484	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194-TG523	PMC4321030									
485	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	0.0‒1.5	PMC4321030									
487	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
488	Fruit weight	fruit weight	http://purl.obolibrary.org/obo/TO_0002746	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	11.39‡	PMC4321030									
489	Fruit weight	fruit weight	http://purl.obolibrary.org/obo/TO_0002746	F Values Location	location	http://biohackathon.org/resource/faldo#Position	0.50 ns	PMC4321030									
490	Fruit weight	fruit weight	http://purl.obolibrary.org/obo/TO_0002746	Location	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
491	Fruit weight	fruit weight	http://purl.obolibrary.org/obo/TO_0002746	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
492	Fruit weight	fruit weight	http://purl.obolibrary.org/obo/TO_0002746	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	At5g04590	PMC4321030									
493	Fruit weight	fruit weight	http://purl.obolibrary.org/obo/TO_0002746	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
494	Fruit weight	fruit weight	http://purl.obolibrary.org/obo/TO_0002746	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	1.94/1.66	PMC4321030									
495	Fruit weight	fruit weight	http://purl.obolibrary.org/obo/TO_0002746	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
496	Fruit weight	fruit weight	http://purl.obolibrary.org/obo/TO_0002746	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	At1g44790-TG400	PMC4321030									
497	Fruit weight	fruit weight	http://purl.obolibrary.org/obo/TO_0002746	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	6.6‒9.4	PMC4321030									
499	Fruit weight	fruit weight	http://purl.obolibrary.org/obo/TO_0002746	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
500	Seed weight	seed weight	http://purl.obolibrary.org/obo/TO_0000181	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	15.95‡	PMC4321030									
501	Seed weight	seed weight	http://purl.obolibrary.org/obo/TO_0000181	F Values Location	location	http://biohackathon.org/resource/faldo#Position	1.69 ns	PMC4321030									
502	Seed weight	seed weight	http://purl.obolibrary.org/obo/TO_0000181	Location	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
503	Seed weight	seed weight	http://purl.obolibrary.org/obo/TO_0000181	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
504	Seed weight	seed weight	http://purl.obolibrary.org/obo/TO_0000181	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	T0408	PMC4321030									
505	Seed weight	seed weight	http://purl.obolibrary.org/obo/TO_0000181	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
506	Seed weight	seed weight	http://purl.obolibrary.org/obo/TO_0000181	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	8.02/1.68	PMC4321030									
507	Seed weight	seed weight	http://purl.obolibrary.org/obo/TO_0000181	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
508	Seed weight	seed weight	http://purl.obolibrary.org/obo/TO_0000181	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194-J1	PMC4321030									
509	Seed weight	seed weight	http://purl.obolibrary.org/obo/TO_0000181	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	0.0‒1.4	PMC4321030									
511	Seed weight	seed weight	http://purl.obolibrary.org/obo/TO_0000181	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
524	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	1.38*	PMC4321030									
525	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	F Values Location	location	http://biohackathon.org/resource/faldo#Position	12.17*	PMC4321030									
526	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Location	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
527	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	1.38*	PMC4321030									
528	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	F Values Location	location	http://biohackathon.org/resource/faldo#Position	12.17*	PMC4321030									
529	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Location	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
530	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-2	PMC4321030									
531	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	At5g16710	PMC4321030									
532	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
533	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	2.07/1.74	PMC4321030									
534	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-2	PMC4321030									
535	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	At5g16710	PMC4321030									
536	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
537	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	2.07/1.74	PMC4321030									
538	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-2	PMC4321030									
539	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	At2g22570-U340899	PMC4321030									
540	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	2.5‒3.4	PMC4321030									
542	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
543	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-2	PMC4321030									
544	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	At2g22570-U340899	PMC4321030									
545	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	2.5‒3.4	PMC4321030									
547	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
548	Canopy density	plant canopy	http://purl.obolibrary.org/obo/SP_0000236	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	3.10‡	PMC4321030									
549	Canopy density	plant canopy	http://purl.obolibrary.org/obo/SP_0000236	F Values Location	location	http://biohackathon.org/resource/faldo#Position	0.22 ns	PMC4321030									
550	Canopy density	plant canopy	http://purl.obolibrary.org/obo/SP_0000236	Location	location	http://biohackathon.org/resource/faldo#Position	1 & 2	PMC4321030									
551	Canopy density	plant canopy	http://purl.obolibrary.org/obo/SP_0000236	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
552	Canopy density	plant canopy	http://purl.obolibrary.org/obo/SP_0000236	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	J1	PMC4321030									
553	Canopy density	plant canopy	http://purl.obolibrary.org/obo/SP_0000236	Location(s)	location	http://biohackathon.org/resource/faldo#Position	4	PMC4321030									
554	Canopy density	plant canopy	http://purl.obolibrary.org/obo/SP_0000236	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	2.17/1.82	PMC4321030									
555	Canopy density	plant canopy	http://purl.obolibrary.org/obo/SP_0000236	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
556	Canopy density	plant canopy	http://purl.obolibrary.org/obo/SP_0000236	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194-TG523	PMC4321030									
557	Canopy density	plant canopy	http://purl.obolibrary.org/obo/SP_0000236	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	0.0‒1.5	PMC4321030									
559	Canopy density	plant canopy	http://purl.obolibrary.org/obo/SP_0000236	Location(s)	location	http://biohackathon.org/resource/faldo#Position	4	PMC4321030									
560	Plant habit	plant habit	http://purl.obolibrary.org/obo/SP_0000003	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	3.62‡	PMC4321030									
561	Plant habit	plant habit	http://purl.obolibrary.org/obo/SP_0000003	F Values Location	location	http://biohackathon.org/resource/faldo#Position	40.93‡	PMC4321030									
562	Plant habit	plant habit	http://purl.obolibrary.org/obo/SP_0000003	Location	location	http://biohackathon.org/resource/faldo#Position	1, 2, 3, 4	PMC4321030									
563	Plant habit	plant habit	http://purl.obolibrary.org/obo/SP_0000003	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
564	Plant habit	plant habit	http://purl.obolibrary.org/obo/SP_0000003	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	J1	PMC4321030									
565	Plant habit	plant habit	http://purl.obolibrary.org/obo/SP_0000003	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
566	Plant habit	plant habit	http://purl.obolibrary.org/obo/SP_0000003	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	3.92/1.78	PMC4321030									
567	Plant habit	plant habit	http://purl.obolibrary.org/obo/SP_0000003	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
568	Plant habit	plant habit	http://purl.obolibrary.org/obo/SP_0000003	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194-TG523	PMC4321030									
569	Plant habit	plant habit	http://purl.obolibrary.org/obo/SP_0000003	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	0.0‒1.5	PMC4321030									
571	Plant habit	plant habit	http://purl.obolibrary.org/obo/SP_0000003	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
572	Plant height	plant height	http://purl.obolibrary.org/obo/TO_0000207	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	6.41‡	PMC4321030									
573	Plant height	plant height	http://purl.obolibrary.org/obo/TO_0000207	F Values Location	location	http://biohackathon.org/resource/faldo#Position	0.01 ns	PMC4321030									
574	Plant height	plant height	http://purl.obolibrary.org/obo/TO_0000207	Location	location	http://biohackathon.org/resource/faldo#Position	1 & 2	PMC4321030									
575	Plant height	plant height	http://purl.obolibrary.org/obo/TO_0000207	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
576	Plant height	plant height	http://purl.obolibrary.org/obo/TO_0000207	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194	PMC4321030									
577	Plant height	plant height	http://purl.obolibrary.org/obo/TO_0000207	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
578	Plant height	plant height	http://purl.obolibrary.org/obo/TO_0000207	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	9.11/1.74	PMC4321030									
579	Plant height	plant height	http://purl.obolibrary.org/obo/TO_0000207	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
580	Plant height	plant height	http://purl.obolibrary.org/obo/TO_0000207	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194-T0408	PMC4321030									
581	Plant height	plant height	http://purl.obolibrary.org/obo/TO_0000207	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	0.0‒0.7	PMC4321030									
583	Plant height	plant height	http://purl.obolibrary.org/obo/TO_0000207	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
584	Plant width	plant width	http://purl.obolibrary.org/obo/TO_0006062	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	4.16‡	PMC4321030									
585	Plant width	plant width	http://purl.obolibrary.org/obo/TO_0006062	F Values Location	location	http://biohackathon.org/resource/faldo#Position	1.01 ns	PMC4321030									
586	Plant width	plant width	http://purl.obolibrary.org/obo/TO_0006062	Location	location	http://biohackathon.org/resource/faldo#Position	1 & 2	PMC4321030									
587	Plant width	plant width	http://purl.obolibrary.org/obo/TO_0006062	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-2	PMC4321030									
588	Plant width	plant width	http://purl.obolibrary.org/obo/TO_0006062	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	At4g22260	PMC4321030									
589	Plant width	plant width	http://purl.obolibrary.org/obo/TO_0006062	Location(s)	location	http://biohackathon.org/resource/faldo#Position	1 & 2	PMC4321030									
590	Plant width	plant width	http://purl.obolibrary.org/obo/TO_0006062	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	1.96/1.77	PMC4321030									
591	Plant width	plant width	http://purl.obolibrary.org/obo/TO_0006062	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-2	PMC4321030									
592	Plant width	plant width	http://purl.obolibrary.org/obo/TO_0006062	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	J1-At1g21690	PMC4321030									
593	Plant width	plant width	http://purl.obolibrary.org/obo/TO_0006062	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	1.4‒5.5	PMC4321030									
595	Plant width	plant width	http://purl.obolibrary.org/obo/TO_0006062	Location(s)	location	http://biohackathon.org/resource/faldo#Position	1 & 2	PMC4321030									
608	Plant size	plant size	http://purl.obolibrary.org/obo/SP_0000002	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	6.79‡	PMC4321030									
609	Plant size	plant size	http://purl.obolibrary.org/obo/SP_0000002	F Values Location	location	http://biohackathon.org/resource/faldo#Position	0.65 ns	PMC4321030									
610	Plant size	plant size	http://purl.obolibrary.org/obo/SP_0000002	Location	location	http://biohackathon.org/resource/faldo#Position	1 & 2	PMC4321030									
611	Plant size	plant size	http://purl.obolibrary.org/obo/SP_0000002	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
612	Plant size	plant size	http://purl.obolibrary.org/obo/SP_0000002	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194	PMC4321030									
613	Plant size	plant size	http://purl.obolibrary.org/obo/SP_0000002	Location(s)	location	http://biohackathon.org/resource/faldo#Position	1 & 2	PMC4321030									
614	Plant size	plant size	http://purl.obolibrary.org/obo/SP_0000002	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	2.27/1.68	PMC4321030									
615	Plant size	plant size	http://purl.obolibrary.org/obo/SP_0000002	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
