lemma,poscode,surface
Katacalcin,3,http://bio2rdf.org/kegg:C15876, Katacalcin, Calcitonin carboxyl-terminal flanking peptide, Pdn-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaur-16-en-18-al,3,http://bio2rdf.org/kegg:C11873, Kaur-16-en-18-al, (-)-Kaur-16-en-18-al, 4alpha-Kaur-16-en-18-al, Kaurenal, ent-Kaurenal, ent-Kaur-16-en-19-al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propanoyl-CoA,3,http://bio2rdf.org/kegg:C00100, Propanoyl-CoA, Propionyl-CoA, Propionyl coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propanoylagmatine,3,http://bio2rdf.org/kegg:C02581, Propanoylagmatine, Propionylagmatine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proparacaine,3,http://bio2rdf.org/kegg:C07383, Proparacaine, Proxymetacaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propargite,3,http://bio2rdf.org/kegg:C18602, Propargite, BPPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propazine,3,http://bio2rdf.org/kegg:C14312, Propazine, 2-Chloro-4,6-bis(isopropylamino)-1,3,5-triazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propenoyl-CoA,3,http://bio2rdf.org/kegg:C00894, Propenoyl-CoA, Acryloyl-CoA, Acrylyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propicillin potassium,3,http://bio2rdf.org/kegg:C13110, Propicillin potassium, Brocillin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propiolactone,3,http://bio2rdf.org/kegg:C19297, Propiolactone, beta-Propiolactone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propiomazine hydrochloride,3,http://bio2rdf.org/kegg:C07384, Propiomazine hydrochloride, Largon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propionyladenylate,3,http://bio2rdf.org/kegg:C05983, Propionyladenylate, Propionyl-adenosine monophosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propofol,3,http://bio2rdf.org/kegg:C07523, Propofol,2,6-Diisopropylphenol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propoxur,3,http://bio2rdf.org/kegg:C14334, Propoxur, Aprocarb, 2-Isopropoxyphenyl N-methylcarbamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propyl cinnamate,3,http://bio2rdf.org/kegg:C06360, Propyl cinnamate, 3-Phenylpropenoic acid propyl ester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propyl isome,3,http://bio2rdf.org/kegg:C19145, Propyl isome,1,2,3,4-Tetrahydro-3-methyl-6,7-methylenebisoxynaphthalene-1,2-dicarboxylic acid dipropyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propylene,3,http://bio2rdf.org/kegg:C11505, Propylene, Propene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propynoate,3,http://bio2rdf.org/kegg:C00804, Propynoate, Propiolic acid, Acetylenecarboxylic acid, Acetylenemonocarboxylate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propyzamide,3,http://bio2rdf.org/kegg:C14333, Propyzamide, Pronamide,3,5-Dichloro-N-(1,1-dimethyl-2-propynyl)benzamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prosolanapyrone III,3,http://bio2rdf.org/kegg:C19934, Prosolanapyrone III, 4-Methoxy-2-oxo-6-(1E,7E,9E)-undeca-1,7,9-trien-1-yl-2H-pyran-3-carboxaldehyde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prostaglandin A2,3,http://bio2rdf.org/kegg:C05953, Prostaglandin A2, PGA2, Medullin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prostaglandin B1,3,http://bio2rdf.org/kegg:C00959, Prostaglandin B1, PGB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prostaglandin B2,3,http://bio2rdf.org/kegg:C05954, Prostaglandin B2, PGB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prostaglandin C2,3,http://bio2rdf.org/kegg:C05955, Prostaglandin C2, PGC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prostaglandin D2,3,http://bio2rdf.org/kegg:C00696, Prostaglandin D2, (5Z,13E)-(15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate, (5Z,13E,15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate, PGD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prostaglandin E2,3,http://bio2rdf.org/kegg:C00584, Prostaglandin E2, (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate, (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate, Dinoprostone, PGE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prostaglandin F1alpha,3,http://bio2rdf.org/kegg:C06475, Prostaglandin F1alpha, (13E,15S)-9alpha,11alpha-9,11,15-Trihydroxyprost-13-en-1-oic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prostaglandin F2alpha,3,http://bio2rdf.org/kegg:C00639, Prostaglandin F2alpha, (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate, (+)-Prostaglandin F2a, 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid, 9a,11a-PGF2, Amoglandin, Cyclosin, Dinoprost, Enzaprost, Enzaprost F, Panacelan, PGF2a,9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid, Prostaglandin F2a, Prostin F 2 alpha, Protamodin, U 14583, (5Z,9alpha,11alpha,13E,15S)-9,11,15-Trihydroxyprosta-5,13-dienoate,
Prostaglandin F2beta,3,http://bio2rdf.org/kegg:C02314, Prostaglandin F2beta, Prostaglandin F2b, Prosta-5,13-dien-1-oic acid,9,11,15-trihydroxy-,(5Z,9beta,11alpha,13E,15S)-, 5-Heptenoic acid, 7-[3,5-dihydroxy-2(3-hydroxy-1-octenyl)cyclopentyl]-, stereoisomer, 9beta,11alpha-PGF2a, 9beta,11alpha-PGF2alpha, PGF2b, PGF2beta,,,,,,,,,,,,,,,,,
Prostaglandin G2,3,http://bio2rdf.org/kegg:C05956, Prostaglandin G2, PGG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prostaglandin H2,3,http://bio2rdf.org/kegg:C00427, Prostaglandin H2, (5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate, (5Z,13E,15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate, PGH2, (5Z,9alpha,11alpha,13E,15S)-9,11-Epidioxy-15-hydroxy-prosta-5,13-dienoate,,,,,,,,,,,,,,,,,,,,,
Prostaglandin I2,3,http://bio2rdf.org/kegg:C01312, Prostaglandin I2, (5Z,13E)-(15S)-6,9alpha-Epoxy-11alpha,15-dihydroxyprosta-5,13-dienoate, Prostacyclin, PGI2, Epoprostenol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prostaglandin J2,3,http://bio2rdf.org/kegg:C05957, Prostaglandin J2, PGJ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein asparagine,3,http://bio2rdf.org/kegg:C03021, Protein asparagine, Protein L-asparagine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein glutamate,3,http://bio2rdf.org/kegg:C00614, Protein glutamate, Protein L-glutamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein glutamate methyl ester,3,http://bio2rdf.org/kegg:C04142, Protein glutamate methyl ester, Protein L-glutamate methyl ester, Protein L-glutamate O5-methyl ester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein glutamine,3,http://bio2rdf.org/kegg:C02583, Protein glutamine, Protein L-glutamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein glycin-2-yl radical,3,http://bio2rdf.org/kegg:C05312, Protein glycin-2-yl radical, [Enzyme]-glycin-2-yl radical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein glycine,3,http://bio2rdf.org/kegg:C05197, Protein glycine, [Enzyme]-glycine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein histidine,3,http://bio2rdf.org/kegg:C00615, Protein histidine, Protein L-histidine, [Protein]-L-histidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein L-isoaspartate methyl ester,3,http://bio2rdf.org/kegg:C04311, Protein L-isoaspartate methyl ester, Protein L-isoaspartate alpha-methyl ester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein lysine,3,http://bio2rdf.org/kegg:C02188, Protein lysine, Peptidyl-L-lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein N(pi)-phospho-L-histidine,3,http://bio2rdf.org/kegg:C04261, Protein N(pi)-phospho-L-histidine, Protein N-pros-phospho-L-histidine, Protein N-pros-phosphohistidine, Protein Npi-phospho-L-histidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein N(tau)-methyl-L-histidine,3,http://bio2rdf.org/kegg:C04087, Protein N(tau)-methyl-L-histidine, Protein N-tele-methyl-L-histidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein N(tau)-phospho-L-histidine,3,http://bio2rdf.org/kegg:C04262, Protein N(tau)-phospho-L-histidine, Protein N-tele-phospho-L-histidine, Protein N-tele-phosphohistidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein N6-[(R)-4-amino-2-hydroxybutyl]-L-lysine,3,http://bio2rdf.org/kegg:C04679, Protein N6-[(R)-4-amino-2-hydroxybutyl]-L-lysine, [eIF5A-precursor]-hypusine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein N6-acetyl-L-lysine,3,http://bio2rdf.org/kegg:C20743, Protein N6-acetyl-L-lysine, Acetylprotein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein P,3,http://bio2rdf.org/kegg:C18991, Protein P, Measles Phosphoprotein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein tyrosine,3,http://bio2rdf.org/kegg:C00585, Protein tyrosine, [Protein]-L-tyrosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein tyrosine phosphate,3,http://bio2rdf.org/kegg:C01167, Protein tyrosine phosphate, [Protein]-L-tyrosine phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein-cysteine,3,http://bio2rdf.org/kegg:C20119, Protein-cysteine, Protein C-terminal CAAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein-L-arginine,3,http://bio2rdf.org/kegg:C00613, Protein-L-arginine, Peptide L-arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein-omega-N-(ADP-D-ribosyl)-L-arginine,3,http://bio2rdf.org/kegg:C16011, Protein-omega-N-(ADP-D-ribosyl)-L-arginine, Protein-Nomega-(ADP-D-ribosyl)-L-arginine, Nomega-(ADP-D-ribosyl)-protein-L-arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protoanemonin,3,http://bio2rdf.org/kegg:C07090, Protoanemonin, 4-Methylenebut-2-en-4-olide, cis-4-Methylenebut-2-en-4-olide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protoaphin aglucone,3,http://bio2rdf.org/kegg:C02879, Protoaphin aglucone, Protoaphin aglycone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protochlorophyllide,3,http://bio2rdf.org/kegg:C02880, Protochlorophyllide, Protochlorophyllide a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protopanaxadiol,3,http://bio2rdf.org/kegg:C20715, Protopanaxadiol, Dammar-24-ene-3beta,12beta,20-triol, (20S)-Protopanaxadiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protopanaxatriol,3,http://bio2rdf.org/kegg:C20716, Protopanaxatriol, Dammar-24-ene-3beta,6alpha,12beta,20-tetrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protoporphyrin,3,http://bio2rdf.org/kegg:C02191, Protoporphyrin, Protoporphyrin IX, Porphyrinogen IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protostadienol,3,http://bio2rdf.org/kegg:C19820, Protostadienol, (17Z)-Protosta-17(20),24-dien-3beta-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prunasin,3,http://bio2rdf.org/kegg:C00844, Prunasin, (R)-Prunasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS-5,3,http://bio2rdf.org/kegg:C17370, PS-5, Antibiotic PS 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS-6,3,http://bio2rdf.org/kegg:C17371, PS-6, Antibiotic PS 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudaminic acid,3,http://bio2rdf.org/kegg:C20082, Pseudaminic acid,5,7-Bis(acetylamino)-3,5,7,9-tetradeoxy-L-glycero-alpha-L-manno-2-nonulopyranosonic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudolycorine,3,http://bio2rdf.org/kegg:C12187, Pseudolycorine,3,12-Didehydro-9-methoxygalanthan-1alpha,2beta,10-triol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudooxynicotine,3,http://bio2rdf.org/kegg:C20361, Pseudooxynicotine, 4-(Methylamino)-1-(pyridin-3-yl)butan-1-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudorhodomyrtoxin,3,http://bio2rdf.org/kegg:C08951, Pseudorhodomyrtoxin, psi-Rhodomyrtoxin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudosarsasapogenin,3,http://bio2rdf.org/kegg:C19649, Pseudosarsasapogenin, (25S)-5beta-Furost-20(22)-ene-3beta,26-diol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudosmilagenin,3,http://bio2rdf.org/kegg:C19650, Pseudosmilagenin, (25R)-5beta-Furost-20(22)-ene-3beta,26-diol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudotigogenin,3,http://bio2rdf.org/kegg:C19648, Pseudotigogenin, (25R)-5alpha-Furost-20(22)-ene-3beta,26-diol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psicofuranine,3,http://bio2rdf.org/kegg:C05342, Psicofuranine, Angustmycin C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psilocybin,3,http://bio2rdf.org/kegg:C07576, Psilocybin, Psilocybine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psoralen,3,http://bio2rdf.org/kegg:C09305, Psoralen, Ficusin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychosine,3,http://bio2rdf.org/kegg:C01747, Psychosine, Galactosylsphingosine, O-Galactosylsphingosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptaquiloside,3,http://bio2rdf.org/kegg:C19515, Ptaquiloside, Braxin C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pterin,3,http://bio2rdf.org/kegg:C00715, Pterin, 2-Amino-4-oxopteridine, 2-Amino-4-hydroxypteridine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulcherriminic acid,3,http://bio2rdf.org/kegg:C20515, Pulcherriminic acid,2,5-Dihydroxy-3,6-bis(2-methylpropyl)pyrazine bis-N-oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulegone,3,http://bio2rdf.org/kegg:C09893, Pulegone, (+)-Pulegone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumiliotoxin 251D,3,http://bio2rdf.org/kegg:C20031, Pumiliotoxin 251D, PTX 251D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punicic acid,3,http://bio2rdf.org/kegg:C08364, Punicic acid, cis-9,trans-11,cis-13-Octadecatrienoic acid, Trichosanic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purine,3,http://bio2rdf.org/kegg:C15587, Purine, Purine base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Putrescine,3,http://bio2rdf.org/kegg:C00134, Putrescine,1,4-Butanediamine,1,4-Diaminobutane, Tetramethylenediamine, Butane-1,4-diamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pydanon,3,http://bio2rdf.org/kegg:C19128, Pydanon, Hexahydro-4-hydroxy-3,6-dioxopyridazine-4-acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyocyanine,3,http://bio2rdf.org/kegg:C01748, Pyocyanine, Reduced pyocyanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrazinamide,3,http://bio2rdf.org/kegg:C01956, Pyrazinamide, Pyrazinoic acid amide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrazinoic acid,3,http://bio2rdf.org/kegg:C19915, Pyrazinoic acid, 2-Pyrazinecarboxylic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrazolate,3,http://bio2rdf.org/kegg:C11123, Pyrazolate, 4-(2,4-Dichlorobenzoyl)-1,3-dimethyl-5-pyrazolyl p-toluenesulfonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrazole,3,http://bio2rdf.org/kegg:C00481, Pyrazole,1,2-Diazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrene-1,3,http://bio2rdf.org/kegg:C18257, Pyrene-1,6-dione,1,6-Pyrenequinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrene-1,3,http://bio2rdf.org/kegg:C18258, Pyrene-1,8-dione,1,8-Pyrenequinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrene-4,3,http://bio2rdf.org/kegg:C18251, Pyrene-4,5-dione,4,5-Pyrenequinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrene-4,3,http://bio2rdf.org/kegg:C18254, Pyrene-4,5-oxide, Pyrene-4,5-epoxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrethrin,3,http://bio2rdf.org/kegg:C14941, Pyrethrin, Pyrethrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyricarbate,3,http://bio2rdf.org/kegg:C12842, Pyricarbate, Pyridinol carbamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyridafenthion,3,http://bio2rdf.org/kegg:C18762, Pyridafenthion, Pyridaphenthion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyridarone,3,http://bio2rdf.org/kegg:C14591, Pyridarone, 4-(2-Benzofuranyl)pyridine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyridine,3,http://bio2rdf.org/kegg:C00747, Pyridine, Azabenzene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyridoxal phosphate,3,http://bio2rdf.org/kegg:C00018, Pyridoxal phosphate, Pyridoxal 5-phosphate, Pyridoxal 5'-phosphate, PLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyridoxalphosphate-6-azophenyl-2',3,http://bio2rdf.org/kegg:C13745, Pyridoxalphosphate-6-azophenyl-2',4'-disulfonic acid, PPADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyridoxamine,3,http://bio2rdf.org/kegg:C00534, Pyridoxamine, PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyridoxamine phosphate,3,http://bio2rdf.org/kegg:C00647, Pyridoxamine phosphate, Pyridoxamine 5-phosphate, Pyridoxamine 5'-phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyridoxine,3,http://bio2rdf.org/kegg:C00314, Pyridoxine, Pyridoxol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyridoxine phosphate,3,http://bio2rdf.org/kegg:C00627, Pyridoxine phosphate, Pyridoxine 5-phosphate, Pyridoxine 5'-phosphate, Pyridoxol 5'-phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrimidine,3,http://bio2rdf.org/kegg:C00396, Pyrimidine, Pyrimidine base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrimidine nucleoside,3,http://bio2rdf.org/kegg:C03169, Pyrimidine nucleoside, N-D-Ribosylpyrimidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrimidodiazepine,3,http://bio2rdf.org/kegg:C02587, Pyrimidodiazepine, 2-Amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrithiobac-sodium,3,http://bio2rdf.org/kegg:C18805, Pyrithiobac-sodium, Pyrithiobac sodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrithione zinc,3,http://bio2rdf.org/kegg:C13427, Pyrithione zinc, Zinc pyrithione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyronine Y,3,http://bio2rdf.org/kegg:C11179, Pyronine Y, Pyronine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyruvate,3,http://bio2rdf.org/kegg:C00022, Pyruvate, Pyruvic acid, 2-Oxopropanoate, 2-Oxopropanoic acid, Pyroracemic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyruvophenone,3,http://bio2rdf.org/kegg:C17268, Pyruvophenone, 1-Phenyl-1,2-propanedione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qing Hau Sau,3,http://bio2rdf.org/kegg:C09538, Qing Hau Sau, Artemisinin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quassin,3,http://bio2rdf.org/kegg:C08778, Quassin, Nigakilactone D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercetagetin,3,http://bio2rdf.org/kegg:C10122, Quercetagetin, 6-Hydroxyquercetin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercetin,3,http://bio2rdf.org/kegg:C00389, Quercetin,3,3',4,5,7-Pentahydroxyflavone,3,5,7,3',4'-Pentahydroxyflavone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercetin 3-O-(6-O-malonyl-beta-D-glucoside),3,http://bio2rdf.org/kegg:C12638, Quercetin 3-O-(6-O-malonyl-beta-D-glucoside), Quercetin 3-O-malonylglucoside, Quercetin-3-O-(6''-malonylglucoside),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside,3,http://bio2rdf.org/kegg:C12667, Quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside, Baimaside, Quercetin 3-beta-D-sophoroside, Quercetin 3-O-sophoroside, QUOSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside,3,http://bio2rdf.org/kegg:C12668, Quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside, Quercetin 3-sophorotrioside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercetin 3-O-glucoside,3,http://bio2rdf.org/kegg:C05623, Quercetin 3-O-glucoside, Isoquercitrin, 2-(3,4-Dihidroxyphenyl)-3-(beta-D-glucofuranosyloxy)-5,7-dihydroxy-4H-1-benzopyran-4-one, Isotrifoliin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercimeritrin,3,http://bio2rdf.org/kegg:C12639, Quercimeritrin, Quercetin 7-O-beta-D-glucoside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercitrin,3,http://bio2rdf.org/kegg:C01750, Quercitrin, Quercetin 3-L-rhamnoside, Quercetin 3-O-alpha-L-rhamnopyranoside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Questinol,3,http://bio2rdf.org/kegg:C17811, Questinol,1,6-Dihydroxy-3-(hydroxymethyl)-8-methoxy-9,10-anthracenedione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quetiapine,3,http://bio2rdf.org/kegg:C07397, Quetiapine, 2-[2-(4-Dibenzo[b,f][1,4]thiazepin-11-yl-1-piperazinyl)ethoxy]ethanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queuine,3,http://bio2rdf.org/kegg:C01449, Queuine, Base Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinacetol sulfate,3,http://bio2rdf.org/kegg:C18944, Quinacetol sulfate, Quinacetol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinacrine,3,http://bio2rdf.org/kegg:C07339, Quinacrine, Mepacrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinate,3,http://bio2rdf.org/kegg:C00296, Quinate, Quinic acid, Kinic acid, Chinic acid, L-Quinic acid, L-Quinate, (-)-Quinic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinidine,3,http://bio2rdf.org/kegg:C06527, Quinidine, (+)-Quinidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinine,3,http://bio2rdf.org/kegg:C06526, Quinine, (-)-Quinine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinolin-2-ol,3,http://bio2rdf.org/kegg:C06338, Quinolin-2-ol, 2-Quinolone, 2-Hydroxyquinoline, 2-Quinolinol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinolinate,3,http://bio2rdf.org/kegg:C03722, Quinolinate, Pyridine-2,3-dicarboxylate, Quinolinic acid,2,3-Pyridinedicarboxylic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinoline,3,http://bio2rdf.org/kegg:C06413, Quinoline, Benzo[b]pyridine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinoline yellow WS,3,http://bio2rdf.org/kegg:C20349, Quinoline yellow WS, C.I. Acid yellow 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
