"Ag<SUP>+</SUP>"	("Ag<SUP>+</SUP>" "silver")	("silver")
"Al<SUP>3+</SUP>"	("Al<SUP>3+</SUP>" "Al<SUP>+++</SUP>" "Al<SUP>+3</SUP>" "aluminium(3+)")	("Al<SUP>+++</SUP>" "Al<SUP>+3</SUP>" "aluminium(3+)")
"Ala-Ser-Gly within a protein"	("Ala-Ser-Gly within a protein" "-L-alanyl-L-seryl-L-glycyl-")	("-L-alanyl-L-seryl-L-glycyl-")
"Ba<SUP>2+</SUP>"	("Ba<SUP>2+</SUP>" "Ba<SUP>+2</SUP>" "Ba<SUP>++</SUP>" "barium (II) ion")	("Ba<SUP>+2</SUP>" "Ba<SUP>++</SUP>" "barium (II) ion")
"Be<SUP>2+</SUP>"	("Be<SUP>2+</SUP>" "Be<SUP>+2</SUP>" "Be<SUP>++</SUP>")	("Be<SUP>+2</SUP>" "Be<SUP>++</SUP>")
"C-13<sup>2</sup>-carboxypyropheophorbide <i>a</i>"	("C-13<sup>2</sup>-carboxypyropheophorbide <i>a</i>" "(3S,4S,21R)-3-(2-carboxyethyl)-14-ethyl-4,8,13,18-tetramethyl-20-oxo-9-vinylphorbine-21-carboxylic acid" "3-phorbinepropanoic acid, 21-carboxy-9-ethenyl-14-ethyl-4,8,13,18-tetramethyl-20-oxo-, (3S,4S,21R)-" "C-13(2)-carboxylpyropheophorbide a" "C-13(2)-carboxypyropheophorbide a")	("(3S,4S,21R)-3-(2-carboxyethyl)-14-ethyl-4,8,13,18-tetramethyl-20-oxo-9-vinylphorbine-21-carboxylic acid" "3-phorbinepropanoic acid, 21-carboxy-9-ethenyl-14-ethyl-4,8,13,18-tetramethyl-20-oxo-, (3S,4S,21R)-" "C-13(2)-carboxylpyropheophorbide a" "C-13(2)-carboxypyropheophorbide a")
"C-cluster"	("C-cluster")	
"CDP"	("CDP" "cytidine-diphosphate" "cytidine-5'-diphosphate")	("cytidine-diphosphate" "cytidine-5'-diphosphate")
"CDP group"	("CDP group" "CDP")	
"CDP-1,2-dipalmitoylglycerol"	("CDP-1,2-dipalmitoylglycerol")	
"CDP-1-18:1(9Z)-2-18:1(9Z)-glycerol"	("CDP-1-18:1(9Z)-2-18:1(9Z)-glycerol" "CDP-1,2-dioctadecenoylglycerol" "CDP-1,2-dioleoylglycerol")	("CDP-1,2-dioctadecenoylglycerol" "CDP-1,2-dioleoylglycerol")
"CDP-<i>N</i>-dimethylethanolamine"	("CDP-<i>N</i>-dimethylethanolamine")	
"CDP-N-methylethanolamine"	("CDP-N-methylethanolamine")	
"CDP-choline"	("CDP-choline" "citicoline" "citicholine" "cidifos" "cyticholine" "cytidine 5'-diphosphocholine" "cytidine diphosphate choline")	("citicoline" "citicholine" "cidifos" "cyticholine" "cytidine 5'-diphosphocholine" "cytidine diphosphate choline")
"CDP-ethanolamine"	("CDP-ethanolamine" "cytidine diphosphate ethanolamine")	("cytidine diphosphate ethanolamine")
"CDP-glycerol"	("CDP-glycerol")	
"CDTA"	("CDTA" "Complexon IV" "CyDTA" "CGTA" "OCTA" "Komplexon IV" "1,2-diaminocyclohexanetetraacetic acid" "<i>o</i>-cyclohexanediaminetetraacetic acid" "1,2-cyclohexanediaminetetraacetic acid")	("Complexon IV" "CyDTA" "CGTA" "OCTA" "Komplexon IV" "1,2-diaminocyclohexanetetraacetic acid" "<i>o</i>-cyclohexanediaminetetraacetic acid" "1,2-cyclohexanediaminetetraacetic acid")
"CMP"	("CMP" "5'-cytidylic acid" "cytidine 5'-monophosphate" "cytidylate" "cytidylic acid" "cytidine-P" "cytidine-monophosphate" "cytidine-phosphate" "cytidine 5'-phosphate")	("5'-cytidylic acid" "cytidine 5'-monophosphate" "cytidylate" "cytidylic acid" "cytidine-P" "cytidine-monophosphate" "cytidine-phosphate" "cytidine 5'-phosphate")
"CMP group"	("CMP group" "CMP")	
"CMP-3-deoxy-&beta;-D-<i>manno</i>-octulosonate"	("CMP-3-deoxy-&beta;-D-<i>manno</i>-octulosonate" "CMP-2-dehydro-3-deoxy-D-octonate" "CMP-Kdo" "CMP-&beta;-Kdo" "CMP-ketodeoxyoctonate" "CMP-Kdo")	("CMP-2-dehydro-3-deoxy-D-octonate" "CMP-Kdo" "CMP-&beta;-Kdo" "CMP-ketodeoxyoctonate")
"CMP-<i>N</i>-acetyl-&beta;-neuraminate"	("CMP-<i>N</i>-acetyl-&beta;-neuraminate" "cytidine monophosphate <i>N</i>-acetyl-&beta;-neuraminate" "cytidine monophosphate <i>N</i>-acetyl-&beta;-neuraminic acid")	("cytidine monophosphate <i>N</i>-acetyl-&beta;-neuraminate" "cytidine monophosphate <i>N</i>-acetyl-&beta;-neuraminic acid")
"CO<SUB>2</SUB>"	("CO<SUB>2</SUB>" "carbonic anhydride" "carbonic acid gas" "carbon dioxide")	("carbonic anhydride" "carbonic acid gas" "carbon dioxide")
"CTP"	("CTP" "cytidine-triphosphate" "cytidine-5'-triphosphate")	("cytidine-triphosphate" "cytidine-5'-triphosphate")
"Ca<SUP>2+</SUP>"	("Ca<SUP>2+</SUP>" "Ca<SUP>+2</SUP>" "Ca<SUP>++</SUP>" "calcium ion")	("Ca<SUP>+2</SUP>" "Ca<SUP>++</SUP>" "calcium ion")
"Cd<SUP>2+</SUP>"	("Cd<SUP>2+</SUP>" "Cadmium" "Cd<SUP>+2</SUP>" "Cd<SUP>++</SUP>")	("Cadmium" "Cd<SUP>+2</SUP>" "Cd<SUP>++</SUP>")
"Cleaved DNA"	("Cleaved DNA")	
"Co<SUP>2+</SUP>"	("Co<SUP>2+</SUP>" "Co<SUP>+2</SUP>" "Co<SUP>++</SUP>" "cobalt ion")	("Co<SUP>+2</SUP>" "Co<SUP>++</SUP>" "cobalt ion")
"Cs<sup>+</sup>"	("Cs<sup>+</sup>" "cesium ion")	("cesium ion")
"Cu<SUP>+</SUP>"	("Cu<SUP>+</SUP>" "Cu(I)" "cuprous ion" "cuprous copper")	("Cu(I)" "cuprous ion" "cuprous copper")
"Cu<SUP>2+</SUP>"	("Cu<SUP>2+</SUP>" "Cu<SUP>+2</SUP>" "Cu<SUP>++</SUP>" "cupric ion" "cupric copper" "Cu(II)")	("Cu<SUP>+2</SUP>" "Cu<SUP>++</SUP>" "cupric ion" "cupric copper" "Cu(II)")
"D,L-malic semialdehyde"	("D,L-malic semialdehyde" "3-hydroxy-4-oxobutanoate")	("3-hydroxy-4-oxobutanoate")
"D-<i>erythro</i>-sphinganine"	("D-<i>erythro</i>-sphinganine" "sphinganine" "D-<i>erythro</i>-dihydrosphingosine" "D-<i>erythro</i>-DHS" "D-<i>erythro</i>-dihydrosphingosine (C18)" "D-<i>erythro</i>-sphinganine (C18)" "dihydrosphingosine")	("sphinganine" "D-<i>erythro</i>-dihydrosphingosine" "D-<i>erythro</i>-DHS" "D-<i>erythro</i>-dihydrosphingosine (C18)" "D-<i>erythro</i>-sphinganine (C18)" "dihydrosphingosine")
"D-<i>glycero</i>-D-<i>manno</i>-heptose 7-phosphate"	("D-<i>glycero</i>-D-<i>manno</i>-heptose 7-phosphate" "D-glycero-D-heptose 7-P" "D-<i>glycero</i>-&alpha;,&beta;-D-<i>manno</i>-heptose 7-P" "D-&alpha;,&beta;-D-heptose 7-phosphate")	("D-glycero-D-heptose 7-P" "D-<i>glycero</i>-&alpha;,&beta;-D-<i>manno</i>-heptose 7-P" "D-&alpha;,&beta;-D-heptose 7-phosphate")
"D-<i>myo</i>-inositol (1,2) bisphosphate"	("D-<i>myo</i>-inositol (1,2) bisphosphate" "1D-<i>myo</i>-inositol (1,2) bisphosphate" "1D-<i>myo</i>-inositol (1,2) biphosphate" "Ins(1,2)P<sub>2</sub>" "D-<i>myo</i>-inositol (1,2) biphosphate" "I(1,2)P<sub>2</sub>" "Ins(1,2)P<sub>2</sub>")	("1D-<i>myo</i>-inositol (1,2) bisphosphate" "1D-<i>myo</i>-inositol (1,2) biphosphate" "Ins(1,2)P<sub>2</sub>" "D-<i>myo</i>-inositol (1,2) biphosphate" "I(1,2)P<sub>2</sub>")
"D-<i>myo</i>-inositol (1,2,3) trisphosphate"	("D-<i>myo</i>-inositol (1,2,3) trisphosphate" "1D-<i>myo</i>-inositol (1,2,3) trisphosphate" "Ins(1,2,3)P<sub>3</sub>" "I(1,2,3)P<sub>3</sub>")	("1D-<i>myo</i>-inositol (1,2,3) trisphosphate" "Ins(1,2,3)P<sub>3</sub>" "I(1,2,3)P<sub>3</sub>")
"D-<i>myo</i>-inositol (1,2,3,5,6) pentakisphosphate"	("D-<i>myo</i>-inositol (1,2,3,5,6) pentakisphosphate" "1D-<i>myo</i>-inositol (1,2,3,5,6) penta<i>kis</i>phosphate" "Ins(1,2,3,5,6)P<sub>5</sub>" "I(1,2,3,5,6)P<sub>5</sub>")	("1D-<i>myo</i>-inositol (1,2,3,5,6) penta<i>kis</i>phosphate" "Ins(1,2,3,5,6)P<sub>5</sub>" "I(1,2,3,5,6)P<sub>5</sub>")
"D-<i>myo</i>-inositol (1,2,3,6) tetrakisphosphate"	("D-<i>myo</i>-inositol (1,2,3,6) tetrakisphosphate" "1D-<i>myo</i>-inositol (1,2,3,6) tetra<i>kis</i>phosphate" "Ins(1,2,3,6)P<sub>4</sub>" "I(1,2,3,6)P<sub>4</sub>")	("1D-<i>myo</i>-inositol (1,2,3,6) tetra<i>kis</i>phosphate" "Ins(1,2,3,6)P<sub>4</sub>" "I(1,2,3,6)P<sub>4</sub>")
"D-<i>myo</i>-inositol (1,2,4,5,6)-pentakisphosphate"	("D-<i>myo</i>-inositol (1,2,4,5,6)-pentakisphosphate" "1D-<i>myo</i>-inositol 1,2,4,5,6-penta<i>kis</i>phosphate" "<i>myo</i>-inositol 1,2,4,5,6-penta<i>kis</i>phosphate" "inositol 1,2,4,5,6-penta<i>kis</i>phosphate" "Ins(1,2,4,5,6)P<sub>5</sub>")	("1D-<i>myo</i>-inositol 1,2,4,5,6-penta<i>kis</i>phosphate" "<i>myo</i>-inositol 1,2,4,5,6-penta<i>kis</i>phosphate" "inositol 1,2,4,5,6-penta<i>kis</i>phosphate" "Ins(1,2,4,5,6)P<sub>5</sub>")
"D-<i>myo</i>-inositol (1,2,5,6) tetrakisphosphate"	("D-<i>myo</i>-inositol (1,2,5,6) tetrakisphosphate" "1D-<i>myo</i>-inositol (1,2,5,6) tetra<i>kis</i>phosphate" "Ins(1,2,5,6)P<sub>4</sub>" "I(1,2,5,6)P<sub>4</sub>")	("1D-<i>myo</i>-inositol (1,2,5,6) tetra<i>kis</i>phosphate" "Ins(1,2,5,6)P<sub>4</sub>" "I(1,2,5,6)P<sub>4</sub>")
"D-<i>myo</i>-inositol (1,2,6) trisphosphate"	("D-<i>myo</i>-inositol (1,2,6) trisphosphate" "1D-<i>myo</i>-inositol (1,2,6) trisphosphate" "Ins(1,2,6)P<sub>3</sub>" "I(1,2,6)P<sub>3</sub>")	("1D-<i>myo</i>-inositol (1,2,6) trisphosphate" "Ins(1,2,6)P<sub>3</sub>" "I(1,2,6)P<sub>3</sub>")
"D-<i>myo</i>-inositol (1,3,4)-trisphosphate"	("D-<i>myo</i>-inositol (1,3,4)-trisphosphate" "Ins(1,3,4)P<sub>3</sub>" "1-D-<i>myo</i>-inositol (1,3,4)-trisphosphate" "inositol 1,3,4-trisphosphate")	("Ins(1,3,4)P<sub>3</sub>" "1-D-<i>myo</i>-inositol (1,3,4)-trisphosphate" "inositol 1,3,4-trisphosphate")
"D-<i>myo</i>-inositol (1,3,4,5)-tetrakisphosphate"	("D-<i>myo</i>-inositol (1,3,4,5)-tetrakisphosphate" "Ins(1,3,4,5)P<sub>4</sub>" "inositol (1,3,4,5)-tetra<i>kis</i>phosphate" "1D-<i>myo</i>-inositol (1,3,4,5)-tetra<i>kis</i>phosphate")	("Ins(1,3,4,5)P<sub>4</sub>" "inositol (1,3,4,5)-tetra<i>kis</i>phosphate" "1D-<i>myo</i>-inositol (1,3,4,5)-tetra<i>kis</i>phosphate")
"D-<i>myo</i>-inositol (1,3,4,6)-tetrakisphosphate"	("D-<i>myo</i>-inositol (1,3,4,6)-tetrakisphosphate" "Ins(1,3,4,6)P<sub>4</sub>" "inositol (1,3,4,6)-tetra<i>kis</i>phosphate" "1D-<i>myo</i> -inositol 1,3,4,6-tetra<i>kis</i>phosphate")	("Ins(1,3,4,6)P<sub>4</sub>" "inositol (1,3,4,6)-tetra<i>kis</i>phosphate" "1D-<i>myo</i> -inositol 1,3,4,6-tetra<i>kis</i>phosphate")
"D-<i>myo</i>-inositol (1,4)-bisphosphate"	("D-<i>myo</i>-inositol (1,4)-bisphosphate" "Ins(1,4)P<sub>2</sub>" "<i>myo</i>-inositol (1,4)-bisphosphate" "inositol (1,4)-bisphosphate" "I(1,4)P<sub>2</sub>" "Ins(1,4)P<sub>2</sub>")	("Ins(1,4)P<sub>2</sub>" "<i>myo</i>-inositol (1,4)-bisphosphate" "inositol (1,4)-bisphosphate" "I(1,4)P<sub>2</sub>")
"D-<i>myo</i>-inositol (1,4,5)-trisphosphate"	("D-<i>myo</i>-inositol (1,4,5)-trisphosphate" "inositol (1,4,5)-trisphosphate" "1D-<i>myo</i>-inositol (1,4,5)-trisphosphate" "Ins(1,4,5)P<sub>3</sub>" "I(1,4,5)P<sub>3</sub>" "InsP<sub>3</sub>" "IP<sub>3</sub>" "triphosphoinositol" "Ins(1,4,5)P<sub>3</sub>")	("inositol (1,4,5)-trisphosphate" "1D-<i>myo</i>-inositol (1,4,5)-trisphosphate" "Ins(1,4,5)P<sub>3</sub>" "I(1,4,5)P<sub>3</sub>" "InsP<sub>3</sub>" "IP<sub>3</sub>" "triphosphoinositol")
"D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate"	("D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate" "inositol (1,4,5,6)-tetra<i>kis</i>phosphate" "1D-<i>myo</i>-inositol (1,4,5,6)-tetra<i>kis</i>phosphate" "Ins(1,4,5,6)P<sub>4</sub>" "I(1,4,5,6)P<sub>4</sub>")	("inositol (1,4,5,6)-tetra<i>kis</i>phosphate" "1D-<i>myo</i>-inositol (1,4,5,6)-tetra<i>kis</i>phosphate" "Ins(1,4,5,6)P<sub>4</sub>" "I(1,4,5,6)P<sub>4</sub>")
"D-<i>myo</i>-inositol (3,4)-bisphosphate"	("D-<i>myo</i>-inositol (3,4)-bisphosphate" "1D-<i>myo</i>-inositol (3,4)-bisphosphate" "inositol (3,4)-bisphosphate" "(2,3,4,5)-tetrahydroxy-6-phosphonooxy-cyclohexoxy)phosphonic acid" "Ins(3,4)P<sub>2</sub>" "I(3,4)P<sub>2</sub>" "Ins(3,4)P<sub>2</sub>")	("1D-<i>myo</i>-inositol (3,4)-bisphosphate" "inositol (3,4)-bisphosphate" "(2,3,4,5)-tetrahydroxy-6-phosphonooxy-cyclohexoxy)phosphonic acid" "Ins(3,4)P<sub>2</sub>" "I(3,4)P<sub>2</sub>")
"D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate"	("D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate" "Ins(3,4,5,6)P<sub>4</sub>" "Inositol 3,4,5,6-tetra<i>kis</i>phosphate" "1D-<i>myo</i>-inositol 3,4,5,6-tetra<i>kis</i>phosphate" "I(3,4,5,6)P<sub>4</sub>")	("Ins(3,4,5,6)P<sub>4</sub>" "Inositol 3,4,5,6-tetra<i>kis</i>phosphate" "1D-<i>myo</i>-inositol 3,4,5,6-tetra<i>kis</i>phosphate" "I(3,4,5,6)P<sub>4</sub>")
"D-<i>myo</i>-inositol (3,4,6)-trisphosphate"	("D-<i>myo</i>-inositol (3,4,6)-trisphosphate" "1D-<i>myo</i>-inositol (3,4,6)-trisphosphate" "Ins(3,4,6)P<sub>3</sub>" "I(3,4,6)P<sub>3</sub>")	("1D-<i>myo</i>-inositol (3,4,6)-trisphosphate" "Ins(3,4,6)P<sub>3</sub>" "I(3,4,6)P<sub>3</sub>")
"D-<i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate"	("D-<i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate" "Ins(1,3,4,5,6)P<sub>5</sub>" "1D-<i>myo</i>-inositol 1,3,4,5,6-penta<i>kis</i>phosphate" "inositol 1,3,4,5,6-penta<i>kis</i>phosphate" "I(1,3,4,5,6)P<sub>5</sub>")	("Ins(1,3,4,5,6)P<sub>5</sub>" "1D-<i>myo</i>-inositol 1,3,4,5,6-penta<i>kis</i>phosphate" "inositol 1,3,4,5,6-penta<i>kis</i>phosphate" "I(1,3,4,5,6)P<sub>5</sub>")
"D-<i>threo</i>-isocitrate"	("D-<i>threo</i>-isocitrate" "D-<i>threo</i>-isocitrate" "(1<i>R</i>, 2<i>S</i>)-1-hydroxypropane-1,2,3-tricarboxylate" "D-<i>threo</i>-isocitric acid" "isocitric acid" "isocitrate" "threo-D<SUB>s</SUB>-isocitrate" "I-CIT" "D-isocitrate")	("D-<i>threo</i>-isocitrate" "(1<i>R</i>, 2<i>S</i>)-1-hydroxypropane-1,2,3-tricarboxylate" "D-<i>threo</i>-isocitric acid" "isocitric acid" "isocitrate" "threo-D<SUB>s</SUB>-isocitrate" "I-CIT" "D-isocitrate")
"D-abequose"	("D-abequose")	
"D-alanine"	("D-alanine" "D-ala")	
"D-alanyl-D-alanine"	("D-alanyl-D-alanine")	
"D-allofuranose"	("D-allofuranose")	
"D-allopyranose"	("D-allopyranose")	
"D-allose"	("D-allose")	
"D-altropyranose"	("D-altropyranose")	
"D-altrose"	("D-altrose")	
"D-apiose"	("D-apiose")	
"D-arabinofuranose"		
"D-arabinofuranose 5-phosphate"	("D-arabinofuranose 5-phosphate" "D-arabinofuranose 5P")	("D-arabinofuranose 5P")
"D-arabinono-1,4-lactone"	("D-arabinono-1,4-lactone")	
"D-arabinopyranose"		
"D-arabinose"	("D-arabinose")	
"D-arabinose 5-phosphate"	("D-arabinose 5-phosphate")	
"D-aspartate"	("D-aspartate" "D-aspartic acid")	("D-aspartic acid")
"D-cellobiose"	("D-cellobiose" "4-<i>O</i>-&beta;-D-glucopyranosyl--D-glucopyranose" "&beta;-D-glucosyl-(1&rarr;4)-D-glucose")	("4-<i>O</i>-&beta;-D-glucopyranosyl--D-glucopyranose" "&beta;-D-glucosyl-(1&rarr;4)-D-glucose")
"D-cellobiose 6'-phosphate"	("D-cellobiose 6'-phosphate" "D-cellobiose-6'-p" "6'-phospho-&beta;-D-glucosyl-(1,4)-D-glucose")	("D-cellobiose-6'-p" "6'-phospho-&beta;-D-glucosyl-(1,4)-D-glucose")
"D-cysteine"	("D-cysteine")	
"D-erythro-imidazole-glycerol-phosphate"	("D-erythro-imidazole-glycerol-phosphate" "D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate" "D-erythro-imidazole-glycerol-P" "erythro-imidazole-glycerol-P" "erythro-imidazole-glycerol-phosphate" "imidazole glycerol phosphate" "IGP")	("D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate" "D-erythro-imidazole-glycerol-P" "erythro-imidazole-glycerol-P" "erythro-imidazole-glycerol-phosphate" "imidazole glycerol phosphate" "IGP")
"D-erythrose 4-phosphate"	("D-erythrose 4-phosphate" "erythrose-4P" "threose 4-phosphate" "erythrose-4-phosphate" "erythrose-4-P" "D-erythrose-4-P")	("erythrose-4P" "threose 4-phosphate" "erythrose-4-phosphate" "erythrose-4-P" "D-erythrose-4-P")
"D-fructofuranose"	("D-fructofuranose")	
"D-fructofuranose 1-phosphate"	("D-fructofuranose 1-phosphate")	
"D-fructofuranose 6-phosphate"	("D-fructofuranose 6-phosphate")	
"D-fructofuranuronate"	("D-fructofuranuronate" "D-fructofuranuronic acid")	("D-fructofuranuronic acid")
"D-fructopyranose"	("D-fructopyranose")	
"D-fructopyranose 1-phosphate"	("D-fructopyranose 1-phosphate")	
"D-fructose"	("D-fructose" "fructose" "laevosan" "levugen" "laevoral" "fructosteril" "levulose" "fru" "fru-ring" "D-fructose-ring" "D-fructose")	("fructose" "laevosan" "levugen" "laevoral" "fructosteril" "levulose" "fru" "fru-ring" "D-fructose-ring" "D-fructose")
"D-fructose 1-phosphate"	("D-fructose 1-phosphate")	
"D-fructose 6-phosphate"	("D-fructose 6-phosphate")	
"D-fructuronate"	("D-fructuronate" "fructuronate")	("fructuronate")
"D-fucofuranose"	("D-fucofuranose")	
"D-fucopyranose"	("D-fucopyranose")	
"D-fucose"	("D-fucose" "6-deoxy-D-galactose")	("6-deoxy-D-galactose")
"D-galacto-hexodialdose"	("D-galacto-hexodialdose")	
"D-galactofuranose"	("D-galactofuranose")	
"D-galactopyranose"	("D-galactopyranose")	
"D-galactopyranose 6-phosphate"	("D-galactopyranose 6-phosphate")	
"D-galactopyranuronate"	("D-galactopyranuronate" "D-galactopyranuronic acid")	("D-galactopyranuronic acid")
"D-galactosamine"	("D-galactosamine" "2-amino-2-deoxy-D-galactopyranose" "chondrosamine" "D-2-amino-2-deoxygalactose" "D-chondrosamine" "D-GalN" "2-amino-2-deoxy-D-galactose")	("2-amino-2-deoxy-D-galactopyranose" "chondrosamine" "D-2-amino-2-deoxygalactose" "D-chondrosamine" "D-GalN" "2-amino-2-deoxy-D-galactose")
"D-galactose"	("D-galactose")	
"D-galacturonate"	("D-galacturonate" "galacturonate" "D-galaturonate" "galaturonate" "D-galacturonic acid" "D-galactopyranuronic acid")	("galacturonate" "D-galaturonate" "galaturonate" "D-galacturonic acid" "D-galactopyranuronic acid")
"D-glucarate"	("D-glucarate" "glucarate" "D-glucaric acid" "L-gularic acid" "D-saccharic acid" "D-glucosaccharic acid" "saccharate" "(<i>D</i>)-glucarate" "D-saccharate")	("glucarate" "D-glucaric acid" "L-gularic acid" "D-saccharic acid" "D-glucosaccharic acid" "saccharate" "(<i>D</i>)-glucarate" "D-saccharate")
"D-gluconate"	("D-gluconate" "D-gluconic acid" "dextronic acid" "maltonic acid")	("D-gluconic acid" "dextronic acid" "maltonic acid")
"D-gluconate 6-phosphate"	("D-gluconate 6-phosphate" "6-p gluconate" "6-phospho gluconate" "6-phosphogluconic acid" "6-phospho D-gluconate")	("6-p gluconate" "6-phospho gluconate" "6-phosphogluconic acid" "6-phospho D-gluconate")
"D-glucono-1,5-lactone"	("D-glucono-1,5-lactone" "3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-one" "gluconolactone" "glucono-1,5-lactone" "1,5-gluconolactone" "D-gluconolactone" "glucono-&delta;-lactone" "&delta;-gluconolactone" "D-glucono-&delta;-lactone" "gluconic lactone" "gluconic acid lactone")	("3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-one" "gluconolactone" "glucono-1,5-lactone" "1,5-gluconolactone" "D-gluconolactone" "glucono-&delta;-lactone" "&delta;-gluconolactone" "D-glucono-&delta;-lactone" "gluconic lactone" "gluconic acid lactone")
"D-glucopyranose"	("D-glucopyranose" "6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetraol")	("6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetraol")
"D-glucopyranose 6-phosphate"	("D-glucopyranose 6-phosphate" "D-glucopyranose-6-P")	("D-glucopyranose-6-P")
"D-glucopyranuronate"	("D-glucopyranuronate" "D-glucopyranuronic acid")	("D-glucopyranuronic acid")
"D-glucosamine"	("D-glucosamine" "2-amino-2-deoxyglucose" "chitosamine" "glucosamine")	("2-amino-2-deoxyglucose" "chitosamine" "glucosamine")
"D-glucosamine 6-phosphate"	("D-glucosamine 6-phosphate" "D-glucosamine phosphate" "D-glucosamine 6-phosphate" "D-glucosamine-6-P")	("D-glucosamine phosphate" "D-glucosamine 6-phosphate" "D-glucosamine-6-P")
"D-glucose"	("D-glucose" "D-gluco-hexose")	("D-gluco-hexose")
"D-glucose 1-phosphate"	("D-glucose 1-phosphate" "D-glucopyranose 1-phosphate")	("D-glucopyranose 1-phosphate")
"D-glucose 6-phosphate"	("D-glucose 6-phosphate" "D-glucose-6-P")	("D-glucose-6-P")
"D-glucosyluronate-1,3-&beta;-D-galactosyl-[proteoglycan]"	("D-glucosyluronate-1,3-&beta;-D-galactosyl-[proteoglycan]" "3-&beta;-D-glucosyluronate-3-&beta;-D-galactosyl-4-&beta;-D-galactosyl-O-&beta;-D-xylosyl-[protein]" "&beta;-D-glucosyluronate-1,3-D-galactosyl-[proteoglycan]")	("3-&beta;-D-glucosyluronate-3-&beta;-D-galactosyl-4-&beta;-D-galactosyl-O-&beta;-D-xylosyl-[protein]" "&beta;-D-glucosyluronate-1,3-D-galactosyl-[proteoglycan]")
"D-glucuronate"	("D-glucuronate" "glucuronate" "glucuronic acid" "D-glucuronic acid" "GlcA" "D-glucopyranuronic acid")	("glucuronate" "glucuronic acid" "D-glucuronic acid" "GlcA" "D-glucopyranuronic acid")
"D-glutamate"	("D-glutamate" "D-glutamic acid" "D-glu" "D-glt")	("D-glutamic acid" "D-glu")
"D-glyceraldehyde"	("D-glyceraldehyde" "glyceraldehyde" "&alpha;,&beta;-dihydroxypropionaldehyde" "D-(+)-glyceraldehyde" "D-2,3-dihydroxypropanal" "D-2,3-dihydroxypropionaldehyde" "D-aldotriose" "D-glycerose")	("glyceraldehyde" "&alpha;,&beta;-dihydroxypropionaldehyde" "D-(+)-glyceraldehyde" "D-2,3-dihydroxypropanal" "D-2,3-dihydroxypropionaldehyde" "D-aldotriose" "D-glycerose")
"D-glyceraldehyde 3-phosphate"	("D-glyceraldehyde 3-phosphate" "3-phosphoglyceraldehyde" "D-glyceraldehyde-3-P" "glyceraldehyde 3-phosphate" "GAP" "glyceraldehyde-phosphate" "glyceraldehyde-P" "glyceraldehyde-3-P" "(2<i>R</i>)-2-hydroxy-3-(phosphonooxy)-propanal" "triose phosphate")	("3-phosphoglyceraldehyde" "D-glyceraldehyde-3-P" "glyceraldehyde 3-phosphate" "GAP" "glyceraldehyde-phosphate" "glyceraldehyde-P" "glyceraldehyde-3-P" "(2<i>R</i>)-2-hydroxy-3-(phosphonooxy)-propanal" "triose phosphate")
"D-glycerate"	("D-glycerate" "(R)-glycerate" "glycerate" "D-glyceric acid")	("(R)-glycerate" "glycerate" "D-glyceric acid")
"D-gulopyranose"	("D-gulopyranose")	
"D-gulose"	("D-gulose")	
"D-hexose 6-phosphate"	("D-hexose 6-phosphate")	
"D-idopyranose"	("D-idopyranose" "D-idose")	("D-idose")
"D-idose"	("D-idose")	
"D-lysine"	("D-lysine" "D-2,6-diaminohexanoic acid")	("D-2,6-diaminohexanoic acid")
"D-mannitol"	("D-mannitol" "D-mitobronitol")	("D-mitobronitol")
"D-mannitol 1-phosphate"	("D-mannitol 1-phosphate" "D-mannitol, 1-(dihydrogenphosphate)" "mannitol-1-P")	("mannitol-1-P")
"D-mannonate"	("D-mannonate" "mannonate")	("mannonate")
"D-mannopyranose"	("D-mannopyranose" "carubinose" "seminose")	("carubinose" "seminose")
"D-mannopyranose 6-phosphate"	("D-mannopyranose 6-phosphate" "D-mannopyranose-6-P")	("D-mannopyranose-6-P")
"D-mannosamine"	("D-mannosamine" "2-amino-2-deoxy-D-Mannose")	("2-amino-2-deoxy-D-Mannose")
"D-mannose"	("D-mannose")	
"D-mannose 6-phosphate"	("D-mannose 6-phosphate" "D-mannose-6-P")	("D-mannose-6-P")
"D-mannosyl-5'-<i>O</i>-&beta;-queuosine at position 34 of a tRNA<sup>Asp</sup>"	("D-mannosyl-5'-<i>O</i>-&beta;-queuosine at position 34 of a tRNA<sup>Asp</sup>" "a tRNA<sup>Asp</sup>-O-5'-&beta;-D-mannosylqueuosine")	("a tRNA<sup>Asp</sup>-O-5'-&beta;-D-mannosylqueuosine")
"D-mannuronate"	("D-mannuronate" "D-mannuronic acid")	("D-mannuronic acid")
