Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,achieves_planned_objective,alternative term,assumes values specified by,concretizes,Contributor,Creator,curator note,Date,declares,definition,definition source,denotes,derives from,Description,editor note,editor preferred term,estimator of,example of usage,executes,Format,has coordinate unit label,has curation status,has denominator,has function,has grain,has measurement datum,has measurement unit label,has member,has numerator,has part,has participant,has quality,has role,has specified value,has time stamp,has value,has value specification,has x coordinate value,has y coordinate value,has_specified_input,has_specified_output,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.org/dc/elements/1.1/license,http://purl.org/dc/elements/1.1/rights,http://purl.org/dc/elements/1.1/source,http://usefulinc.com/ns/doap#bug-database,http://usefulinc.com/ns/doap#homepage,http://usefulinc.com/ns/doap#mailing-list,http://www.w3.org/2002/07/owl#versionInfo,IEDB alternative term,imported from,inheres in,is about,is bearer of,is concretized as,is declared by,is denoted by,is duration of,is function of,is located in,is member of,is member of organization,is part of,is preceded by,is realized by,is role of,is_proxy_for,is_specified_input_of,is_specified_output_of,is_supported_by_data,ISA alternative term,participates in,precedes,preferred mathematical notation,Python command,R command,realizes,s depends on,specifies value of,STATO alternative term,Subject and Keywords,term editor,Title
http://purl.obolibrary.org/obo/OBI_0000015,biological feature identification objective,,Biological_feature_identification_objective is an objective role carried out by the proposition defining the aim of a study designed to examine or characterize a particular biological feature.,false,,,http://purl.obolibrary.org/obo/IAO_0000005,,,,,,,,,,Biological_feature_identification_objective is an objective role carried out by the proposition defining the aim of a study designed to examine or characterize a particular biological feature.,,,,,,biological feature identification objective,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jennifer Fostel,
http://purl.obolibrary.org/obo/STATO_0000330,empirical distribution,,Probability distribution estimated empirically from all acquired data,false,,,http://purl.obolibrary.org/obo/STATO_0000225,,,,,,,,,,Probability distribution estimated empirically from all acquired data,http://reference.wolfram.com/language/ref/EmpiricalDistribution.html,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Nichols|Alejandra Gonzalez-Beltran|Orlaith Burke|Camille Maumet|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000160,exponential distribution,,"The exponential distribution (a.k.a. negative exponential distribution) is the probability distribution that describes the time between events in a Poisson process, i.e. a process in which events occur continuously and independently at a constant average rate. It is the continuous analogue of the geometric distribution, and it has the key property of being memoryless. ",false,,,http://purl.obolibrary.org/obo/STATO_0000067,,,,,,,,,,"The exponential distribution (a.k.a. negative exponential distribution) is the probability distribution that describes the time between events in a Poisson process, i.e. a process in which events occur continuously and independently at a constant average rate. It is the continuous analogue of the geometric distribution, and it has the key property of being memoryless. ",,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.expon.html#scipy.stats.expon,"http://stat.ethz.ch/R-manual/R-patched/library/stats/html/Exponential.html


dexp(x, rate = 1, log = FALSE)
pexp(q, rate = 1, lower.tail = TRUE, log.p = FALSE)
qexp(p, rate = 1, lower.tail = TRUE, log.p = FALSE)
rexp(n, rate = 1)",,,,,,Orlaith Burke|Alejandra Gonzalez-Beltran|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/BFO_0000040,material entity,,An independent continuant  that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,false,,,http://purl.obolibrary.org/obo/BFO_0000004,,,,,,,,,,An independent continuant  that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,,,,"Material entity [snap:MaterialEntity] subsumes object [snap:Object], fiat object part [snap:FiatObjectPart], and object aggregate [snap:ObjectAggregate], which assume a three level theory of granularity, which is inadequate for some domains, such as biology.|Examples: collection of random bacteria, a chair, dorsal surface of the body",material entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CHEBI_33250,atom,,A chemical entity constituting the smallest component of an element having the chemical properties of the element.,false,,,http://purl.obolibrary.org/obo/BFO_0000040,,,,,,,,,,A chemical entity constituting the smallest component of an element having the chemical properties of the element.,,,,,,atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl|http://purl.obolibrary.org/obo/chebi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_2759,Eukaryota,,,false,,,http://purl.obolibrary.org/obo/OBI_0100026,,eukaryotes|eucaryotes,,,,,,,,,,,,,,Eukaryota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl|http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/STATO_0000171,Spear box and whisker plot,,Spear Box and Whisker plot is a variation of Tukey Box and Whisker plot which use the criteria of Spear to create the 'whisker' of the plot.,false,,,http://purl.obolibrary.org/obo/STATO_0000243,,,,,,,,,,Spear Box and Whisker plot is a variation of Tukey Box and Whisker plot which use the criteria of Spear to create the 'whisker' of the plot.,"Spear, M.E. Charting Statistics (McGraw-Hill, 1952)",,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orlaith Burke|Alejandra Gonzalez-Beltran|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/BFO_0000017,realizable entity,,"A specifically dependent continuant  that inheres in continuant  entities and are not exhibited in full at every time in which it inheres in an entity or group of entities. The exhibition or actualization of a realizable entity is a particular manifestation, functioning or process that occurs under certain circumstances.",false,,,http://purl.obolibrary.org/obo/BFO_0000020,,,,,,,,,,"A specifically dependent continuant  that inheres in continuant  entities and are not exhibited in full at every time in which it inheres in an entity or group of entities. The exhibition or actualization of a realizable entity is a particular manifestation, functioning or process that occurs under certain circumstances.",,,,,"If a realizable entity [snap:RealizableEntity] inheres in a continuant [snap:Continuant], this does not imply that it is actually realized.",realizable entity,,the role of being a doctor|the function of the reproductive organs|the disposition of blood to coagulate|the disposition of metal to conduct electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/BFO_0000028,three dimensional region,,A spatial region  with three dimensions.,false,,,http://purl.obolibrary.org/obo/BFO_0000006,,,,,,,,,,A spatial region  with three dimensions.,,,,,,three dimensional region,,a sphere-shaped part of space|a cube-shaped part of space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/STATO_0000352,spatial exponential geometric anisotropic covariance structure,,,false,,,http://purl.obolibrary.org/obo/STATO_0000346,,SP(EXPGA),,,,,,,,,http://support.sas.com/documentation/cdl/en/statug/63033/HTML/default/viewer.htm#statug_mixed_sect019.htm,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Nichols|Orlaith Burke|Alejandra Gonzalez-Beltran|Camille Maumet|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/OBI_0000441,assay objective,,an objective specification to determine a specified type of information about an evaluated entity (the material entity bearing evaluant role),false,,,http://purl.obolibrary.org/obo/IAO_0000005,,,,,,,,,,an objective specification to determine a specified type of information about an evaluated entity (the material entity bearing evaluant role),PPPB branch,,,,,assay objective,,the objective to determine the weight of a mouse.,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPPB branch,
http://purl.obolibrary.org/obo/NCBITaxon_10239,Viruses,,,false,,,http://purl.obolibrary.org/obo/OBI_0100026,,,,,,,,,,,,,,,,Viruses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl|http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/STATO_0000396,geometric mean,," The geometric mean is defined as the nth root of the product of n numbers, i.e., for a set of numbers {x_i\}_{i=1}^N, the geometric mean is defined as \left(\prod_{i=1}^N x_i\right)^{1/N}.",false,,,http://purl.obolibrary.org/obo/STATO_0000029,,,,,,,,,," The geometric mean is defined as the nth root of the product of n numbers, i.e., for a set of numbers {x_i\}_{i=1}^N, the geometric mean is defined as \left(\prod_{i=1}^N x_i\right)^{1/N}.","https://en.wikipedia.org/wiki/Mean#Geometric_mean_.28GM.29


https://en.wikipedia.org/wiki/Geometric_mean",,,,,,,"The geometric mean of two numbers, say 2 and 8, is just the square root of their product; that is sqrt(2 x 8)=4",,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://docs.scipy.org/doc/scipy-0.13.0/reference/generated/scipy.stats.mstats.gmean.html,"http://personality-project.org/r/html/geometric.mean.html

Usage: >geometric.mean(x,na.rm=TRUE)

Arguments: x	, a vector or data.frame",,,,,,Alejandra Gonzalez-Beltran|Orlaith Burke|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000395,Pareto type-IV probability distribution,,"The Pareto(IV) distribution is a continous probability distribution which is described with a cumulative distribution function of the following form:

F(y) = 1 − [1 + ((y − a)/b)1/g]−s
for y > a, b > 0, g > 0 and s > 0. 

a is the location parameter, 
b is the scale parameter, 
g is the inequality parameter
s is the shape parameter

The distribution is used in actuarial science, economics, finance and telecommunications, but not restricted to those fields.",false,,,http://purl.obolibrary.org/obo/STATO_0000067,,,,,,,,,,"The Pareto(IV) distribution is a continous probability distribution which is described with a cumulative distribution function of the following form:

F(y) = 1 − [1 + ((y − a)/b)1/g]−s
for y > a, b > 0, g > 0 and s > 0. 

a is the location parameter, 
b is the scale parameter, 
g is the inequality parameter
s is the shape parameter

The distribution is used in actuarial science, economics, finance and telecommunications, but not restricted to those fields.","https://cran.r-project.org/web/packages/VGAM/VGAM.pdf
page 517",,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dparetoIV(x, location = 0, scale = 1, inequality = 1, shape = 1, log = FALSE)

https://cran.r-project.org/web/packages/VGAM/VGAM.pdf",,,,,,Alejandra Gonzalez-Beltran|Orlaith Burke|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/BFO_0000006,spatial region,,A continuant  that is neither bearer of quality  entities nor inheres in any other entities.,false,,,http://purl.obolibrary.org/obo/BFO_0000002,,,,,,,,,,A continuant  that is neither bearer of quality  entities nor inheres in any other entities.,,,,,"Space and spatial region [snap:SpatialRegion] entities are entities in their own rights which exist independently of any entities which can be located at them. This view of space is sometimes called ""absolutist"" or ""the container view"". In BFO, the class site [snap:Site] allows for a so-called relational view of space, that is to say, a view according to which spatiality is a matter of relative location between entities and not a matter of being tied to space. The bridge between these two views is secured through the fact that while instances of site [snap:Site] are not spatial region [snap:SpatialRegion] entities, they are nevertheless spatial entities.|All instances of continuant [snap:Continuant] are spatial entities, that is, they enter in the relation of (spatial) location with spatial region [snap:SpatialRegion] entities. As a particular case, the exact spatial location of a spatial region [snap:SpatialRegion] is this region itself.|An instance of spatial region [snap:SpatialRegion] is a part of space. All parts of space are spatial region [snap:SpatialRegion] entities and only spatial region [snap:SpatialRegion] entities are parts of space. Space is the entire extent of the spatial universe, a designated individual, which is thus itself a spatial region [snap:SpatialRegion].",spatial region,,parts of the sum total of all space in the universe|the sum total of all space in the universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0200089,multiple testing correction method,,A multiple testing correction method is a hypothesis test performed simultaneously on M > 1 hypotheses.  Multiple testing procedures produce a set of rejected hypotheses that is an estimate for the set of false null hypotheses while controlling for a suitably define Type I error rate,false,,,http://purl.obolibrary.org/obo/OBI_0000668,,multiple testing procedure,,,,,,,,A multiple testing correction method is a hypothesis test performed simultaneously on M > 1 hypotheses.  Multiple testing procedures produce a set of rejected hypotheses that is an estimate for the set of false null hypotheses while controlling for a suitably define Type I error rate,"PAPER: Dudoit, Sandrine and van der Laan, Mark J. (2008) Multiple Testing Procedures with Applications to Genomics.  New York: Springer , p. 9-10.",,,,,multiple testing correction method,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monnie McGee,
http://purl.obolibrary.org/obo/OBI_0000387,cool function,,A cool function is a function to decrease the internal kinetic energy of a material below the initial kinetic energy of that type of material.,false,,,http://purl.obolibrary.org/obo/BFO_0000034,,,,,,,,,,A cool function is a function to decrease the internal kinetic energy of a material below the initial kinetic energy of that type of material.,,,,,,cool function,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Schober|Frank Gibson|Melanie Courtot,
http://purl.obolibrary.org/obo/PR_000000001,protein,,An amino acid chain that is produced de novo by ribosome-mediated translation of a genetically-encoded mRNA.,false,,,http://purl.obolibrary.org/obo/CHEBI_16670,,,,,,,,,,An amino acid chain that is produced de novo by ribosome-mediated translation of a genetically-encoded mRNA.,,,,,,protein,,antithrombin III is a protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/pr.owl|http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001331,transcription profiling identification objective,,A molecular feature identification objective that aims to characterize the abundance of transcripts,false,,,http://purl.obolibrary.org/obo/OBI_0000131,,,,,,,,,,A molecular feature identification objective that aims to characterize the abundance of transcripts,Group: Penn Group,,,,,transcription profiling identification objective,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Person: Chris Stoeckert, Jie Zheng",
http://purl.obolibrary.org/obo/OBI_0000443,analyte assay,,"An assay with the objective to capture information about the presence, concentration, or amount of an analyte in an evaluant.",false,,,http://purl.obolibrary.org/obo/OBI_0000070,,,,,,,,,,"An assay with the objective to capture information about the presence, concentration, or amount of an analyte in an evaluant.",,,,,"Note: is_realization of some analyte role isn't always true, for example when there is none of the analyte in the evaluant. For the moment we are writing it this way, but when the information ontology is further worked out this will be replaced with a condition discussing the measurement.|2013-09-23: simplify equivalent axiom",analyte assay,,"example of usage: In lab test for blood glucose, the test is the assay, the blood bears evaluant_role and glucose bears the analyte role. The evaluant is considered an input to the assay and the information entity that records the measurement of glucose concentration the output",,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000109,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0000275,,,,,"PERSON:Bjoern Peters, Helen Parkinson, Philippe Rocca-Serra, Alan Ruttenberg",
http://purl.obolibrary.org/obo/STATO_0000392,Pareto type-I probability distribution,,"The Pareto distribution is a continuous probability distribution, which is defined by the follwoing probability density (1) function and distribution function (2)

(1): P(x)=(ab^a)/(x^(a+1))	

(2): D(x)=1-(b/x)^a	

defined over the interval x>=b.",false,,,http://purl.obolibrary.org/obo/STATO_0000067,,,,,,,,,,"The Pareto distribution is a continuous probability distribution, which is defined by the follwoing probability density (1) function and distribution function (2)

(1): P(x)=(ab^a)/(x^(a+1))	

(2): D(x)=1-(b/x)^a	

defined over the interval x>=b.","adapter from:
http://mathworld.wolfram.com/ParetoDistribution.html

last accessed: 2015-11-04",,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://artax.karlin.mff.cuni.cz/r-help/library/LaplacesDemon/html/dist.Pareto.html

last accessed: 2015-11-04

Usage

>dpareto(x, alpha, log=FALSE)
>ppareto(q, alpha)
>qpareto(p, alpha)
>rpareto(n, alpha)


Arguments

x,q	
These are each a vector of quantiles.

p	
This is a vector of probabilities.

n	
This is the number of observations, which must be a positive integer that has length 1.

alpha	
This is the shape parameter alpha, which must be positive.

log	
Logical. If log=TRUE, then the logarithm of the density or result is returned.",,,,,,Alejandra Gonzalez-Beltran|Orlaith Burke|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/NCBITaxon_40674,Mammalia,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_32524,,mammals,,,,,,,,,,,,,,Mammalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl|http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/STATO_0000260,repeated measure ANOVA,ANOVA for correlated samples,"repeated measure ANOVA is a kind of ANOVA specifically developed for non-independent observations as found when repeated measurements on the sample experimental unit. 
repeated measure ANOVA is sensitive to departure from normality (evaluation using Bartlett's test), more so in the case of unbalanced groups (i.e. different sizes of sample populations).
Departure from sphericity (evaluation  using Mauchly'test)  used to be an issue which is now handled robustly by modern tools such as R's lme4 or nlme, which accommodate dependence assumptions other than sphericity.",false,,,http://purl.obolibrary.org/obo/STATO_0000202|http://purl.obolibrary.org/obo/OBI_0200000|http://purl.obolibrary.org/obo/OBI_0200201,,ANOVA for correlated samples,,,,,,,,"repeated measure ANOVA is a kind of ANOVA specifically developed for non-independent observations as found when repeated measurements on the sample experimental unit. 
repeated measure ANOVA is sensitive to departure from normality (evaluation using Bartlett's test), more so in the case of unbalanced groups (i.e. different sizes of sample populations).
Departure from sphericity (evaluation  using Mauchly'test)  used to be an issue which is now handled robustly by modern tools such as R's lme4 or nlme, which accommodate dependence assumptions other than sphericity.",http://www.ats.ucla.edu/stat/sas/library/repeated_ut.htm|adapted from wikipedia and https://statistics.laerd.com/statistical-guides/repeated-measures-anova-statistical-guide-3.php,,,,discussion in https://github.com/ISA-tools/stato/issues/28,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000086,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000069,http://purl.obolibrary.org/obo/STATO_0000100|http://purl.obolibrary.org/obo/STATO_0000196,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000199,,,,,,,,,,,,http://cran.r-project.org/doc/contrib/Lemon-kickstart/kr_repms.html,,,,ANOVA for correlated samples,,Alejandra Gonzalez-Beltran|Thomas Nichols|Orlaith Burke|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/OBI_0302903,nucleic acid hybridization,,"a planned process by which totally or partially complementary, single-stranded nucleic acids are  combined into a single molecule called heteroduplex or homoduplex to an extent depending on the amount of complementarity.",false,,,http://purl.obolibrary.org/obo/OBI_0000094,,,,,,,,,,"a planned process by which totally or partially complementary, single-stranded nucleic acids are  combined into a single molecule called heteroduplex or homoduplex to an extent depending on the amount of complementarity.",adapted from wikipedia [http://en.wikipedia.org/wiki/Nucleic_acid_hybridization],,,,,nucleic acid hybridization,,PMID: 18555787.Quantitative analysis of DNA hybridization in a flowthrough microarray for molecular testing. Anal Biochem. 2008 May 27.,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,hybridization assay,,,,,,,,,,,Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/OBI_0000250,dye role,,A molecular label role which inheres in a material entity and which is realized in the process of detecting a molecular dye that imparts color to some material of interest. ,false,,,http://purl.obolibrary.org/obo/REO_0000171,,dye,,,,,,,,A molecular label role which inheres in a material entity and which is realized in the process of detecting a molecular dye that imparts color to some material of interest. ,A substance used to color materials  www.answers.com/topic/dye  19feb09,,,,,dye role,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jennifer Fostel,
http://purl.obolibrary.org/obo/IAO_0000104,plan specification,,"a directive information entity that, when concretized, is realized in a process in which the bearer tries to achieve the objectives, in part by taking the actions specified.",false,,,http://purl.obolibrary.org/obo/IAO_0000033,,,,,,,,,,"a directive information entity that, when concretized, is realized in a process in which the bearer tries to achieve the objectives, in part by taking the actions specified.",OBI Plan and Planned Process branch|OBI_0000344,,,,"Alternative previous definition: a plan is a set of instructions that specify how an objective should be achieved|2009-03-16: provenance: a term a plan was proposed for OBI (OBI_0000344) , edited by the PlanAndPlannedProcess branch. Original definition was "" a plan is a specification of a process that is realized by an actor to achieve the objective specified as part of the plan"". It has been subsequently moved to IAO where the objective for which the original term was defined was satisfied with the definitionof this, different, term.",plan specification,,"To lose weight, go running daily for at least 30 minutes. To isolate plasma  from blood, centrifuge tubes at 1100-1300 rpm for 15 minutes.",,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000007|http://purl.obolibrary.org/obo/IAO_0000005,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Ruttenberg,
http://purl.obolibrary.org/obo/IAO_0000027,data item,,"An information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method that reliably tends to produce (approximately) truthful statements.",false,,,http://purl.obolibrary.org/obo/IAO_0000030,,data,,,,,,,,"An information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method that reliably tends to produce (approximately) truthful statements.",,,,,"2/2/2009 Alan and Bjoern discussing FACS run output data. This is a data item because it is about the cell population. Each element records an event and is typically further composed a set of measurment data items that record the fluorescent intensity stimulated by one of the lasers.|2009-03-16: removed datum as alternative term as datum specifically refers to singular form, and is thus not an exact synonym.|2009-03-16: data item deliberatly ambiguous: we merged data set and datum to be one entity, not knowing how to define singular versus plural. So data item is more general than datum.",data item,,"Data items include counts of things, analyte concentrations, and statistical summaries.",,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Jonathan Rees|PERSON: Chris Stoeckert|PERSON: Alan Ruttenberg,
http://purl.obolibrary.org/obo/OBI_0000791,multiple testing correction objective,,A multiple testing correction objectives is a data transformation objective where the aim is to correct for a set of statistical inferences considered simultaneously,false,,,http://purl.obolibrary.org/obo/OBI_0200186,,multiple comparison correction objective,,,,,,,,A multiple testing correction objectives is a data transformation objective where the aim is to correct for a set of statistical inferences considered simultaneously,http://en.wikipedia.org/wiki/Multiple_Testing_Correction,,,,,multiple testing correction objective,,Application of the Bonferroni correction,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000003,measurement unit label,,A data item label that denotes a unit of measure.,false,,,http://purl.obolibrary.org/obo/IAO_0000009,,,,,,,,,,A data item label that denotes a unit of measure.,,,,,2009-03-16: review of this term done during during the OBI workshop winter 2009 and the current definition was considered acceptable for use in OBI. If there is a need to modify this definition please notify OBI.,measurement unit label,,"Examples of measurement unit labels are liters, inches, weight per volume.",,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Alan Ruttenberg|PERSON: Melanie Courtot,
http://purl.obolibrary.org/obo/STATO_0000394,Pareto type-III probability distribution,,"The Pareto(III) distribution is a continous probability distribution which is described with a cumulative distribution function of the following form:

F(x) = 1 − [1 + ((x − mu)/sigma)1/gamma]−1
for x > mu, sigma > 0, gamma > 0 and s =1. 

a is the location parameter, 
b is the scale parameter, 
g is the inequality parameter
s is the shape parameter of value 1

The Pareto III distribution corresponds to a Pareto Type IV distribution where the shape parameter has a value of 1.",false,,,http://purl.obolibrary.org/obo/STATO_0000067,,,,,,,,,,"The Pareto(III) distribution is a continous probability distribution which is described with a cumulative distribution function of the following form:

F(x) = 1 − [1 + ((x − mu)/sigma)1/gamma]−1
for x > mu, sigma > 0, gamma > 0 and s =1. 

a is the location parameter, 
b is the scale parameter, 
g is the inequality parameter
s is the shape parameter of value 1

The Pareto III distribution corresponds to a Pareto Type IV distribution where the shape parameter has a value of 1.","adapted from wikipedia:
https://en.wikipedia.org/wiki/Pareto_distribution#Pareto_types_I.E2.80.93IV

last accessed: 2015-11-04",,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandra Gonzalez-Beltran|Orlaith Burke|Philippe Rocca-Serra,
