qtl_id,TraitOriginalName,trait_name,trait_uri,feature_name #as it table,feature_name #ontology_term,feature_uri #ontology term ID,markers,marker_uri,pmcId,doi,tableId
PMC4321030_TABLE 4_0_11,Fruit shape,fruit shape,http://purl.obolibrary.org/obo/TO_0002628,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_12,Fruit weight,fruit weight,http://purl.obolibrary.org/obo/TO_0002746,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_13,FS,fruit shape,http://purl.obolibrary.org/obo/SP_0000038,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_1_10,30Wt,fruit weight,http://purl.obolibrary.org/obo/TO_0002746,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_11,Fruit shape,fruit shape,http://purl.obolibrary.org/obo/TO_0002628,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_12,Fruit weight,fruit weight,http://purl.obolibrary.org/obo/TO_0002746,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_13,FS,fruit shape,http://purl.obolibrary.org/obo/SP_0000038,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 2_14,pH,pH,http://purl.obolibrary.org/obo/SP_0000170,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At5g16710,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene95_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g16710;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 4_0_14,pH,pH,http://purl.obolibrary.org/obo/SP_0000170,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At5g16710,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene95_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g16710;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_1_14,pH,pH,http://purl.obolibrary.org/obo/SP_0000170,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At5g16710,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene95_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g16710;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 1_2,Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;http://solgenomics.net/genome/Solanum_pennellii/variation/cLEX-4-G10;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene125_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 1
PMC4321030_TABLE 2_15,Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;http://solgenomics.net/genome/Solanum_pennellii/variation/cLEX-4-G10;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene125_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_16,YLD,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;http://solgenomics.net/genome/Solanum_pennellii/variation/cLEX-4-G10;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene125_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 4_0_15,Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;http://solgenomics.net/genome/Solanum_pennellii/variation/cLEX-4-G10;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene125_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_16,YLD,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;http://solgenomics.net/genome/Solanum_pennellii/variation/cLEX-4-G10;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene125_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_1_15,Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;http://solgenomics.net/genome/Solanum_pennellii/variation/cLEX-4-G10;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene125_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_16,YLD,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;http://solgenomics.net/genome/Solanum_pennellii/variation/cLEX-4-G10;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene125_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC3464107_Table 1_4,09FD_120 Loc1&2 LEAF,compound leaf,http://purl.obolibrary.org/obo/PO_0020043,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,CT182-At1g21690,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene110_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene98_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene99_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g21690;,PMC3464107, 10.1534/g3.112.003459,PMC3464107_Table 1
PMC3464107_Table 4_0_7,09FD_120_L12_Lf11-1,09FD_120_L12_Lf11-1,,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,CT182-At1g21690,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene110_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene98_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene99_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g21690;,PMC3464107, 10.1534/g3.112.003459,PMC3464107_Table 4_0
PMC3464107_Table 4_0_8,09FD_120 Loc1&2 LEAF,compound leaf,http://purl.obolibrary.org/obo/PO_0020043,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,CT182-At1g21690,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene110_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene98_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene99_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g21690;,PMC3464107, 10.1534/g3.112.003459,PMC3464107_Table 4_0
PMC3464107_Table 4_1_7,09FD_120_L12_Lf11-1,09FD_120_L12_Lf11-1,,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,CT182-At1g21690,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene110_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene98_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene99_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g21690;,PMC3464107, 10.1534/g3.112.003459,PMC3464107_Table 4_1
PMC3464107_Table 4_1_8,09FD_120 Loc1&2 LEAF,compound leaf,http://purl.obolibrary.org/obo/PO_0020043,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,CT182-At1g21690,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene110_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene98_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene99_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g21690;,PMC3464107, 10.1534/g3.112.003459,PMC3464107_Table 4_1
PMC4948827_Table 5_3,qELS_T11_B05,qELS_T11_B05,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 6_5,qLLS_T11_B05,qLLS_T11_B05,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_6,qLLS_T13_B05_2,qLLS_T13_B05_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 5_4,qELS_T11_B05,qELS_T11_B05,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72-PM183,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 6_7,qLLS_T11_B05,qLLS_T11_B05,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72-PM183,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_8,qLLS_T13_B05_2,qLLS_T13_B05_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72-PM183,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 3_5,qLLS_T13_B05_1,qLLS_T13_B05_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72-TC6E01,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 6_9,qLLS_T13_B05_1,qLLS_T13_B05_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72-TC6E01,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 3_6,qELS_T10_A03_5,qELS_T10_A03_5,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1073,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 5_5,qELS_T10_A03_5,qELS_T10_A03_5,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1073,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 3_7,qELS_T13_B04,qELS_T13_B04,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1445,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 5_6,qELS_T13_B04,qELS_T13_B04,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1445,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 3_8,qELS_T13_B04,qELS_T13_B04,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1445-GM2033,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 5_7,qELS_T13_B04,qELS_T13_B04,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1445-GM2033,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 6_10,qLLS_T13_A05,qLLS_T13_A05,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1878,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_11,qLLS_T13_A05,qLLS_T13_A05,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1878-GM1890,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 3_9,qELS_T11_A05,qELS_T11_A05,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1890-TC40D04,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 5_8,qELS_T11_A05,qELS_T11_A05,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1890-TC40D04,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 3_10,qELS_T10_A01_2,qELS_T10_A01_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1971-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_11,qELS_T10_A01_4,qELS_T10_A01_4,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1971-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 5_9,qELS_T10_A01_2,qELS_T10_A01_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1971-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_10,qELS_T10_A01_4,qELS_T10_A01_4,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1971-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_11,qELS_T10_A01_1,qELS_T10_A01_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1992-1,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_12,qELS_T10_A01_3,qELS_T10_A01_3,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1992-1,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_13,qELS_T10_A01_1,qELS_T10_A01_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1992-1-GM1992-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_14,qELS_T10_A01_3,qELS_T10_A01_3,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1992-1-GM1992-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 6_12,qLLS_T11_A06,qLLS_T11_A06,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2337,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_13,qLLS_T11_A06,qLLS_T11_A06,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2337-TC35F05,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 5_15,qELS_T12_A10,qELS_T12_A10,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2531,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 6_14,qLLS_T13_A10_2,qLLS_T13_A10_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2531-GA161,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 5_16,qELS_T12_A10,qELS_T12_A10,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2531-GNB100,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 6_15,qLLS_T13_A10_1,qLLS_T13_A10_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2531-Seq3E10,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_16,qLLS_T13_B04_2,qLLS_T13_B04_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2589-AHGS0230,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 3_12,qELS_T10_A01_2,qELS_T10_A01_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2724-2-GM1971-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_13,qELS_T10_A01_4,qELS_T10_A01_4,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2724-2-GM1971-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 5_17,qELS_T10_A01_2,qELS_T10_A01_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2724-2-GM1971-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_18,qELS_T10_A01_4,qELS_T10_A01_4,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2724-2-GM1971-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 6_17,qLLS_T13_A10_1,qLLS_T13_A10_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB100,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_18,qLLS_T13_A10_2,qLLS_T13_A10_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB100,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_19,qLLS_T11_B06_1,qLLS_T11_B06_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB1027,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 5_19,qELS_T10_A03_7,qELS_T10_A03_7,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB1078,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_20,qELS_T10_A03_3,qELS_T10_A03_3,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB1078-AHGS0132,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_21,qELS_T10_A03_7,qELS_T10_A03_7,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB1078-Seq9H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_22,qELS_T10_A03_1,qELS_T10_A03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB278,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_23,qELS_T10_A03_4,qELS_T10_A03_4,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB278,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_24,qELS_T10_A03_1,qELS_T10_A03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB278-GM1073,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_25,qELS_T10_A03_4,qELS_T10_A03_4,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB278-GM1073,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_26,qELS_T10_A03_2,qELS_T10_A03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB284-Ah404,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 3_14,qTSW_T13_A01_2,qTSW_T13_A01_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB555,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_15,qTSW_T13_A01_4,qTSW_T13_A01_4,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB555,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 4_6,qTSW_T13_A01_2,qTSW_T13_A01_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB555,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 4_7,qTSW_T13_A01_4,qTSW_T13_A01_4,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB555,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 6_20,qLLS_T11_A01,qLLS_T11_A01,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB555-TC2D06,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4321030_TABLE 1_3,Maturity,Maturity,http://purl.obolibrary.org/obo/TO_0000174,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 1
PMC4321030_TABLE 1_4,Plant architecture,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 1
PMC4321030_TABLE 2_17,CD,plant canopy,http://purl.obolibrary.org/obo/SP_0000236,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_18,DAP1st,days to fruit ripening,http://purl.obolibrary.org/obo/SP_0000366,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_19,Days to 1st ripe fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_20,HAB,plant habit,http://purl.obolibrary.org/obo/SP_0000003,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_21,Maturity,Maturity,http://purl.obolibrary.org/obo/TO_0000174,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_22,Plant architecture,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_23,Canopy density,plant canopy,http://purl.obolibrary.org/obo/SP_0000236,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_24,Plant habit,plant habit,http://purl.obolibrary.org/obo/SP_0000003,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 4_0_17,CD,plant canopy,http://purl.obolibrary.org/obo/SP_0000236,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_18,DAP1st,days to fruit ripening,http://purl.obolibrary.org/obo/SP_0000366,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_19,Days to 1st ripe fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_20,HAB,plant habit,http://purl.obolibrary.org/obo/SP_0000003,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_21,Maturity,Maturity,http://purl.obolibrary.org/obo/TO_0000174,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_22,Plant architecture,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_23,Canopy density,plant canopy,http://purl.obolibrary.org/obo/SP_0000236,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
