 "entity_uri" , "entity_name" , "syn" ,
 "http://purl.obolibrary.org/obo/TO_0002663" , "leaf necrosis tolerance" , "Cold-induced necrosis tolerance" ,
 "http://purl.obolibrary.org/obo/TO_0002663" , "leaf necrosis tolerance" , "LFNECTL" ,
 "http://purl.obolibrary.org/obo/TO_0000923" , "ear weight" , "earwt" ,
 "http://purl.obolibrary.org/obo/TO_0000477" , "panicle blast disease resistance" , "PB" ,
 "http://purl.obolibrary.org/obo/TO_0000477" , "panicle blast disease resistance" , "PNBLRS" ,
 "http://purl.obolibrary.org/obo/TO_0000648" , "relative phosphorus uptake" , "RELPHOUP" ,
 "http://purl.obolibrary.org/obo/TO_0000008" , "potassium sensitivity" , "potassium deficiency" ,
 "http://purl.obolibrary.org/obo/TO_0000008" , "potassium sensitivity" , "KSN" ,
 "http://purl.obolibrary.org/obo/TO_0000686" , "juiciness" , "JUICE" ,
 "http://purl.obolibrary.org/obo/TO_0000686" , "juiciness" , "succulence" ,
 "http://purl.obolibrary.org/obo/TO_0000468" , "leaf blast disease resistance" , "Bl" ,
 "http://purl.obolibrary.org/obo/TO_0000468" , "leaf blast disease resistance" , "LFBLRS" ,
 "http://purl.obolibrary.org/obo/TO_0000626" , "relative phosphorus distribution between shoot and root" , "RELPHOCONCSHRT" ,
 "http://purl.obolibrary.org/obo/TO_0000172" , "jasmonic acid sensitivity" , "JASN" ,
 "http://purl.obolibrary.org/obo/TO_0000264" , "lemma and palea color" , "Lemma color" ,
 "http://purl.obolibrary.org/obo/TO_0000264" , "lemma and palea color" , "LEMCL" ,
 "http://purl.obolibrary.org/obo/TO_0000264" , "lemma and palea color" , "LEMPALCL" ,
 "http://purl.obolibrary.org/obo/TO_0000264" , "lemma and palea color" , "PALCL" ,
 "http://purl.obolibrary.org/obo/TO_0000264" , "lemma and palea color" , "LmPC" ,
 "http://purl.obolibrary.org/obo/TO_0000264" , "lemma and palea color" , "palea color" ,
 "http://purl.obolibrary.org/obo/TO_0000142" , "secondary branching of inflorescence" , "secondary branching of panicle" ,
 "http://purl.obolibrary.org/obo/TO_0000142" , "secondary branching of inflorescence" , "panicle secondary branching" ,
 "http://purl.obolibrary.org/obo/TO_0000142" , "secondary branching of inflorescence" , "PnBr" ,
 "http://purl.obolibrary.org/obo/TO_0000142" , "secondary branching of inflorescence" , "SBR" ,
 "http://purl.obolibrary.org/obo/TO_0000307" , "hexose content" , "HEXCN" ,
 "http://purl.obolibrary.org/obo/TO_0000446" , "leaf drying" , "LFDRY" ,
 "http://purl.obolibrary.org/obo/TO_0000060" , "aborted uni-nucleate stage" , "UNUABR" ,
 "http://purl.obolibrary.org/obo/TO_0000146" , "seed length" , "SDLG" ,
 "http://purl.obolibrary.org/obo/TO_0000310" , "self-incompatibility" , "Genetic self-incompatibility" ,
 "http://purl.obolibrary.org/obo/TO_0000483" , "germinability at low temperature" , "GERMABITMP" ,
 "http://purl.obolibrary.org/obo/TO_0000483" , "germinability at low temperature" , "germination ability at low temperature" ,
 "http://purl.obolibrary.org/obo/TO_0000024" , "ligule length" , "LIGLG" ,
 "http://purl.obolibrary.org/obo/TO_0000024" , "ligule length" , "LgL" ,
 "http://purl.obolibrary.org/obo/TO_0000513" , "potassium concentration" , "KCONC" ,
 "http://purl.obolibrary.org/obo/TO_0000115" , "root mass density" , "rmd" ,
 "http://purl.obolibrary.org/obo/TO_0000115" , "root mass density" , "RTMD" ,
 "http://purl.obolibrary.org/obo/TO_0000534" , "culm color" , "CULMCL" ,
 "http://purl.obolibrary.org/obo/TO_0000072" , "awn length" , "awning" ,
 "http://purl.obolibrary.org/obo/TO_0000072" , "awn length" , "An" ,
 "http://purl.obolibrary.org/obo/TO_0000072" , "awn length" , "AWNLG" ,
 "http://purl.obolibrary.org/obo/TO_0000695" , "leaf margin color" , "leaf margin pigmentation" ,
 "http://purl.obolibrary.org/obo/TO_0000695" , "leaf margin color" , "LFMCL" ,
 "http://purl.obolibrary.org/obo/TO_0000695" , "leaf margin color" , "pigmentation of leaf margin" ,
 "http://purl.obolibrary.org/obo/TO_0000226" , "auricleless" , "AUMIN" ,
 "http://purl.obolibrary.org/obo/TO_0000697" , "starch yield" , "STARCHYLD" ,
 "http://purl.obolibrary.org/obo/TO_0000227" , "root length" , "maximum root depth" ,
 "http://purl.obolibrary.org/obo/TO_0000227" , "root length" , "MRD" ,
 "http://purl.obolibrary.org/obo/TO_0000227" , "root length" , "RTLG" ,
 "http://purl.obolibrary.org/obo/TO_0000227" , "root length" , "MRL" ,
 "http://purl.obolibrary.org/obo/TO_0000227" , "root length" , "maximum root length" ,
 "http://purl.obolibrary.org/obo/TO_0000044" , "stigma exsertion" , "stigma exsertion of male sterile lines" ,
 "http://purl.obolibrary.org/obo/TO_0000044" , "stigma exsertion" , "STIEX" ,
 "http://purl.obolibrary.org/obo/TO_0000249" , "leaf senescence trait" , "Sen" ,
 "http://purl.obolibrary.org/obo/TO_0000249" , "leaf senescence trait" , "Foilar senescence" ,
 "http://purl.obolibrary.org/obo/TO_0000249" , "leaf senescence trait" , "LFSNS" ,
 "http://purl.obolibrary.org/obo/TO_0000225" , "stamen number" , "STANB" ,
 "http://purl.obolibrary.org/obo/TO_0000353" , "aborted at pollen maturity stage" , "PMTABR" ,
 "http://purl.obolibrary.org/obo/TO_0000125" , "percent root mass density 30-45" , "prmd 30-45" ,
 "http://purl.obolibrary.org/obo/TO_0000510" , "penetrated to total root ratio" , "PENTRTRO" ,
 "http://purl.obolibrary.org/obo/TO_0000919" , "kernel weight" , "kwt" ,
 "http://purl.obolibrary.org/obo/TO_0000408" , "hot paste viscosity" , "HPVIS" ,
 "http://purl.obolibrary.org/obo/TO_0000198" , "rootless" , "RTMIN" ,
 "http://purl.obolibrary.org/obo/TO_0000313" , "perodidase-71 content" , "P71CN" ,
 "http://purl.obolibrary.org/obo/TO_0000128" , "harvest index" , "HI" ,
 "http://purl.obolibrary.org/obo/TO_0000128" , "harvest index" , "HVID" ,
 "http://purl.obolibrary.org/obo/TO_0000619" , "vivipary" , "preharvest germination" ,
 "http://purl.obolibrary.org/obo/TO_0000269" , "100-seed weight" , "HSDWT" ,
 "http://purl.obolibrary.org/obo/TO_0000269" , "100-seed weight" , "100-grain weight" ,
 "http://purl.obolibrary.org/obo/TO_0000269" , "100-seed weight" , "HGRWT" ,
 "http://purl.obolibrary.org/obo/TO_0000269" , "100-seed weight" , "hundred grain weight" ,
 "http://purl.obolibrary.org/obo/TO_0000269" , "100-seed weight" , "hundred seed weight" ,
 "http://purl.obolibrary.org/obo/TO_0002671" , "momilactone B content" , "phytoalexin momilactone B content" ,
 "http://purl.obolibrary.org/obo/TO_0000539" , "large vascular bundle number" , "LVBNB" ,
 "http://purl.obolibrary.org/obo/TO_0000369" , "vegetative growth time" , "VGTM" ,
 "http://purl.obolibrary.org/obo/TO_0000086" , "sheath rot disease resistance" , "SHROTRS" ,
 "http://purl.obolibrary.org/obo/TO_0000086" , "sheath rot disease resistance" , "ShR" ,
 "http://purl.obolibrary.org/obo/TO_0000048" , "kernel smut disease resistance" , "KSRS" ,
 "http://purl.obolibrary.org/obo/TO_0000048" , "kernel smut disease resistance" , "KSm" ,
 "http://purl.obolibrary.org/obo/TO_0002667" , "abscisic acid content" , "ABA content" ,
 "http://purl.obolibrary.org/obo/TO_0002667" , "abscisic acid content" , "ABACN" ,
 "http://purl.obolibrary.org/obo/TO_0000300" , "glucose content" , "GLUCCN" ,
 "http://purl.obolibrary.org/obo/TO_0000300" , "glucose content" , "D-glucose content" ,
 "http://purl.obolibrary.org/obo/TO_0000300" , "glucose content" , "dextrose content" ,
 "http://purl.obolibrary.org/obo/TO_0000402" , "dehulled grain width" , "dehulled-grain width" ,
 "http://purl.obolibrary.org/obo/TO_0000402" , "dehulled grain width" , "dehulled grain curved width" ,
 "http://purl.obolibrary.org/obo/TO_0000402" , "dehulled grain width" , "GRWD" ,
 "http://purl.obolibrary.org/obo/TO_0000402" , "dehulled grain width" , "width of grain without hull" ,
 "http://purl.obolibrary.org/obo/TO_0000402" , "dehulled grain width" , "DHULGRWD" ,
 "http://purl.obolibrary.org/obo/TO_0000558" , "small vascular bundle number" , "SVBNB" ,
 "http://purl.obolibrary.org/obo/TO_0000095" , "osmotic response sensitivity" , "OSRPSN" ,
 "http://purl.obolibrary.org/obo/TO_0000095" , "osmotic response sensitivity" , "oa" ,
 "http://purl.obolibrary.org/obo/TO_0000359" , "female flowering" , "days to silk" ,
 "http://purl.obolibrary.org/obo/TO_0000359" , "female flowering" , "FFLW" ,
 "http://purl.obolibrary.org/obo/TO_0000359" , "female flowering" , "FEMFLW" ,
 "http://purl.obolibrary.org/obo/TO_0000359" , "female flowering" , "DTSLK" ,
 "http://purl.obolibrary.org/obo/TO_0000359" , "female flowering" , "Female flower flowering" ,
 "http://purl.obolibrary.org/obo/TO_0000359" , "female flowering" , "Female flower anthesis" ,
 "http://purl.obolibrary.org/obo/TO_0000453" , "panicle to tiller ratio" , "PNTIRO" ,
 "http://purl.obolibrary.org/obo/TO_0000453" , "panicle to tiller ratio" , "productive tiller percent" ,
 "http://purl.obolibrary.org/obo/TO_0000453" , "panicle to tiller ratio" , "panicle tiller ratio" ,
 "http://purl.obolibrary.org/obo/TO_0000966" , "ear infructescence position ratio" , "ear position ratio" ,
 "http://purl.obolibrary.org/obo/TO_0000431" , "ear length" , "EARLG" ,
 "http://purl.obolibrary.org/obo/TO_0000431" , "ear length" , "earln" ,
 "http://purl.obolibrary.org/obo/TO_0000230" , "crown rootless" , "CWRTMIN" ,
 "http://purl.obolibrary.org/obo/TO_0000531" , "anther length" , "ANTLG" ,
 "http://purl.obolibrary.org/obo/TO_0000273" , "armyworm resistance" , "AWRRS" ,
 "http://purl.obolibrary.org/obo/TO_0000847" , "panicle morphology trait" , "panicle related trait" ,
 "http://purl.obolibrary.org/obo/TO_0000406" , "panicle threshability" , "Thr" ,
 "http://purl.obolibrary.org/obo/TO_0000406" , "panicle threshability" , "PNTH" ,
 "http://purl.obolibrary.org/obo/TO_0000351" , "zinc sensitivity" , "zinc deficiency" ,
 "http://purl.obolibrary.org/obo/TO_0000351" , "zinc sensitivity" , "PDef" ,
 "http://purl.obolibrary.org/obo/TO_0000351" , "zinc sensitivity" , "ZNSN" ,
 "http://purl.obolibrary.org/obo/TO_0002689" , "leaf sheath length" , "LFSLG" ,
 "http://purl.obolibrary.org/obo/TO_0000153" , "relative yield" , "RY" ,
 "http://purl.obolibrary.org/obo/TO_0000153" , "relative yield" , "RELYLD" ,
 "http://purl.obolibrary.org/obo/TO_0000311" , "invertase activity trait" , "beta-fructofuranosidase activity" ,
 "http://purl.obolibrary.org/obo/TO_0000311" , "invertase activity trait" , "glucosucrase" ,
 "http://purl.obolibrary.org/obo/TO_0000311" , "invertase activity trait" , "beta-h-fructosidase" ,
 "http://purl.obolibrary.org/obo/TO_0000311" , "invertase activity trait" , "fructosylinvertase" ,
 "http://purl.obolibrary.org/obo/TO_0000311" , "invertase activity trait" , "alkaline invertase" ,
 "http://purl.obolibrary.org/obo/TO_0000311" , "invertase activity trait" , "acid invertase" ,
 "http://purl.obolibrary.org/obo/TO_0000311" , "invertase activity trait" , "sucrase" ,
 "http://purl.obolibrary.org/obo/TO_0000311" , "invertase activity trait" , "maxinvert L 1000" ,
 "http://purl.obolibrary.org/obo/TO_0000311" , "invertase activity trait" , "beta-fructosidase" ,
 "http://purl.obolibrary.org/obo/TO_0000311" , "invertase activity trait" , "saccharase" ,
 "http://purl.obolibrary.org/obo/TO_0000311" , "invertase activity trait" , "INVACT" ,
 "http://purl.obolibrary.org/obo/TO_0000311" , "invertase activity trait" , "beta-D-fructofuranoside fructohydrolase" ,
 "http://purl.obolibrary.org/obo/TO_0000311" , "invertase activity trait" , "invertin" ,
 "http://purl.obolibrary.org/obo/TO_0000370" , "leaf width" , "LFWD" ,
 "http://purl.obolibrary.org/obo/TO_0000370" , "leaf width" , "LW" ,
 "http://purl.obolibrary.org/obo/TO_0000370" , "leaf width" , "lfwid" ,
 "http://purl.obolibrary.org/obo/TO_0000118" , "root mass density 15-30" , "rmd 15-30" ,
 "http://purl.obolibrary.org/obo/TO_0000681" , "ear circumference" , "EARCIRCUM" ,
 "http://purl.obolibrary.org/obo/TO_0000199" , "genic male sterility" , "GMS" ,
 "http://purl.obolibrary.org/obo/TO_0000205" , "white-backed planthopper resistance" , "WBPH" ,
 "http://purl.obolibrary.org/obo/TO_0000205" , "white-backed planthopper resistance" , "WBPHRS" ,
 "http://purl.obolibrary.org/obo/TO_0011002" , "inflorescence primary branch attitude" , "INFLPBRAATT" ,
 "http://purl.obolibrary.org/obo/TO_0000507" , "osmotic adjustment capacity" , "OSADJCAP" ,
 "http://purl.obolibrary.org/obo/TO_0000683" , "ear infructescence position" , "ear height" ,
 "http://purl.obolibrary.org/obo/TO_0000683" , "ear infructescence position" , "EARHT" ,
 "http://purl.obolibrary.org/obo/TO_0002720" , "leaf lamina width" , "leaf blade width" ,
 "http://purl.obolibrary.org/obo/TO_0000061" , "node shattering" , "brittle node" ,
 "http://purl.obolibrary.org/obo/TO_0000065" , "root color" , "RTCL" ,
 "http://purl.obolibrary.org/obo/TO_0000523" , "stomatal resistance" , "STORS" ,
 "http://purl.obolibrary.org/obo/TO_0002754" , "inflorescence axis texture" , "INFLOAXISTEX" ,
 "http://purl.obolibrary.org/obo/TO_0002754" , "inflorescence axis texture" , "PNAXISTEX" ,
 "http://purl.obolibrary.org/obo/TO_0000457" , "total biomass yield" , "TBIOMYLD" ,
 "http://purl.obolibrary.org/obo/TO_0000457" , "total biomass yield" , "dry matter yield" ,
 "http://purl.obolibrary.org/obo/TO_0000457" , "total biomass yield" , "total dry weight" ,
 "http://purl.obolibrary.org/obo/TO_0000694" , "fruit crispness" , "CRISP" ,
 "http://purl.obolibrary.org/obo/TO_0006033" , "floret number per spikelet" , "FLNBPSPK" ,
 "http://purl.obolibrary.org/obo/TO_0000219" , "stem morphology" , "culm morphology" ,
 "http://purl.obolibrary.org/obo/TO_0000377" , "cooked grain elongation" , "cooked kernel elongation" ,
 "http://purl.obolibrary.org/obo/TO_0000377" , "cooked grain elongation" , "CKKEL" ,
 "http://purl.obolibrary.org/obo/TO_0001024" , "phosphorus content" , "PHOCN" ,
 "http://purl.obolibrary.org/obo/TO_0000284" , "ADP glucose pyrophosphorylase activity trait" , "glucose 1-phosphate adenylyltransferase" ,
 "http://purl.obolibrary.org/obo/TO_0000284" , "ADP glucose pyrophosphorylase activity trait" , "ADP-glucose synthetase" ,
 "http://purl.obolibrary.org/obo/TO_0000284" , "ADP glucose pyrophosphorylase activity trait" , "adenosine diphosphate glucose pyrophosphorylase" ,
 "http://purl.obolibrary.org/obo/TO_0000284" , "ADP glucose pyrophosphorylase activity trait" , "ADP-glucose synthase" ,
 "http://purl.obolibrary.org/obo/TO_0000284" , "ADP glucose pyrophosphorylase activity trait" , "adenosine diphosphoglucose pyrophosphorylase" ,
 "http://purl.obolibrary.org/obo/TO_0000284" , "ADP glucose pyrophosphorylase activity trait" , "ADPG pyrophosphorylase" ,
 "http://purl.obolibrary.org/obo/TO_0000284" , "ADP glucose pyrophosphorylase activity trait" , "glucose-1-phosphate adenylyltransferase activity" ,
 "http://purl.obolibrary.org/obo/TO_0000284" , "ADP glucose pyrophosphorylase activity trait" , "AGPACT" ,
 "http://purl.obolibrary.org/obo/TO_0000284" , "ADP glucose pyrophosphorylase activity trait" , "ADP-glucose pyrophosphorylase" ,
 "http://purl.obolibrary.org/obo/TO_0000571" , "shoot fresh weight" , "SHFWT" ,
 "http://purl.obolibrary.org/obo/TO_0000571" , "shoot fresh weight" , "total shoot fresh weight" ,
 "http://purl.obolibrary.org/obo/TO_0011003" , "inflorescence axis color" , "INFLAXISCL" ,
 "http://purl.obolibrary.org/obo/TO_0011009" , "style length" , "STYLLG" ,
 "http://purl.obolibrary.org/obo/TO_0000156" , "penetrated root dry weight" , "PENRTDWT" ,
 "http://purl.obolibrary.org/obo/TO_0000156" , "penetrated root dry weight" , "PRDW" ,
 "http://purl.obolibrary.org/obo/TO_0000623" , "involucre bristle length" , "INVLCBS" ,
 "http://purl.obolibrary.org/obo/TO_0000623" , "involucre bristle length" , "bristle length" ,
 "http://purl.obolibrary.org/obo/TO_0000623" , "involucre bristle length" , "sterile inflorescence branch length" ,
 "http://purl.obolibrary.org/obo/TO_0000447" , "filled grain number" , "FILGRNB" ,
 "http://purl.obolibrary.org/obo/TO_0000447" , "filled grain number" , "filled fruit number" ,
 "http://purl.obolibrary.org/obo/TO_0000447" , "filled grain number" , "GRNBPPN" ,
 "http://purl.obolibrary.org/obo/TO_0000447" , "filled grain number" , "grain number per panicle (sensu Oryza)" ,
 "http://purl.obolibrary.org/obo/TO_0000390" , "grain core percent white" , "GRCPCENTWHT" ,
 "http://purl.obolibrary.org/obo/TO_0000704" , "phosphatase activity trait" , "phosphoric monoester hydrolase activity" ,
 "http://purl.obolibrary.org/obo/TO_0000589" , "average grain weight" , "kernel weight" ,
 "http://purl.obolibrary.org/obo/TO_0000589" , "average grain weight" , "SDWT" ,
 "http://purl.obolibrary.org/obo/TO_0000589" , "average grain weight" , "grain weight" ,
 "http://purl.obolibrary.org/obo/TO_0000589" , "average grain weight" , "GRWT" ,
 "http://purl.obolibrary.org/obo/TO_0000110" , "wild abortive CMS" , "WACMS" ,
 "http://purl.obolibrary.org/obo/TO_0000110" , "wild abortive CMS" , "CMS-WA" ,
 "http://purl.obolibrary.org/obo/TO_0000274" , "floret morphology trait" , "floret related trait" ,
 "http://purl.obolibrary.org/obo/TO_0000169" , "chinsurah boro CMS" , "CMS-boro" ,
 "http://purl.obolibrary.org/obo/TO_0000169" , "chinsurah boro CMS" , "BOROCMS" ,
 "http://purl.obolibrary.org/obo/TO_0000195" , "shootless embryo" , "SHMIN" ,
 "http://purl.obolibrary.org/obo/TO_0000455" , "seed set percent" , "SDSPCENT" ,
 "http://purl.obolibrary.org/obo/TO_0000455" , "seed set percent" , "percent seed set" ,
 "http://purl.obolibrary.org/obo/TO_0000600" , "UV-A light sensitivity" , "UV-A resistance" ,
 "http://purl.obolibrary.org/obo/TO_0000600" , "UV-A light sensitivity" , "UVARS" ,
 "http://purl.obolibrary.org/obo/TO_0000600" , "UV-A light sensitivity" , "Ultraviolet-A light sensitivity" ,
 "http://purl.obolibrary.org/obo/TO_0000600" , "UV-A light sensitivity" , "Ultraviolet-A resistance" ,
 "http://purl.obolibrary.org/obo/TO_0000126" , "rice grassy stunt virus-2 resistance" , "RGSV2RS" ,
 "http://purl.obolibrary.org/obo/TO_0000126" , "rice grassy stunt virus-2 resistance" , "RGSV2" ,
 "http://purl.obolibrary.org/obo/TO_0000566" , "leaf stomatal complex frequency" , "STOFQ" ,
 "http://purl.obolibrary.org/obo/TO_0000567" , "tiller angle" , "TIAG" ,
 "http://purl.obolibrary.org/obo/TO_0002727" , "sterile lemma width" , "STLEMWD" ,
 "http://purl.obolibrary.org/obo/TO_0000338" , "beta-amylase activity trait" , "BETAAMYASEACT" ,
 "http://purl.obolibrary.org/obo/TO_0000204" , "rice seedling blight disease resistance" , "leaf blight" ,
 "http://purl.obolibrary.org/obo/TO_0000204" , "rice seedling blight disease resistance" , "SDLBTRS" ,
 "http://purl.obolibrary.org/obo/TO_0000204" , "rice seedling blight disease resistance" , "kresek" ,
 "http://purl.obolibrary.org/obo/TO_0000296" , "vegetative vigor" , "Vg" ,
 "http://purl.obolibrary.org/obo/TO_0000296" , "vegetative vigor" , "VGVIG" ,
 "http://purl.obolibrary.org/obo/TO_0000296" , "vegetative vigor" , "vegetative growth vigor" ,
 "http://purl.obolibrary.org/obo/TO_0000180" , "spikelet fertility" , "percent sterility" ,
 "http://purl.obolibrary.org/obo/TO_0000180" , "spikelet fertility" , "SpFert" ,
 "http://purl.obolibrary.org/obo/TO_0000180" , "spikelet fertility" , "seed setting" ,
 "http://purl.obolibrary.org/obo/TO_0000180" , "spikelet fertility" , "SPKFRT" ,
 "http://purl.obolibrary.org/obo/TO_0000354" , "aluminum sensitivity" , "ALSN" ,
 "http://purl.obolibrary.org/obo/TO_0000354" , "aluminum sensitivity" , "aluminum toxicity" ,
 "http://purl.obolibrary.org/obo/TO_0011008" , "stigma length" , "STIGLG" ,
 "http://purl.obolibrary.org/obo/TO_0000098" , "glutinous endosperm" , "opaque endosperm" ,
 "http://purl.obolibrary.org/obo/TO_0000098" , "glutinous endosperm" , "waxy endosperm" ,
 "http://purl.obolibrary.org/obo/TO_0000515" , "relative growth rate" , "RELGRATE" ,
 "http://purl.obolibrary.org/obo/TO_0000267" , "inflorescence type" , "inflorescence type" ,
 "http://purl.obolibrary.org/obo/TO_0002747" , "10-dehulled grain weight" , "ten dehulled-grain weight" ,
 "http://purl.obolibrary.org/obo/TO_0002747" , "10-dehulled grain weight" , "10-grain weight" ,
 "http://purl.obolibrary.org/obo/TO_0002747" , "10-dehulled grain weight" , "TENGRWT" ,
 "http://purl.obolibrary.org/obo/TO_0002747" , "10-dehulled grain weight" , "ten grain weight" ,
 "http://purl.obolibrary.org/obo/TO_0000592" , "1000-dehulled grain weight" , "thousand dehulled-grain weight" ,
 "http://purl.obolibrary.org/obo/TO_0000592" , "1000-dehulled grain weight" , "thousand grain weight" ,
 "http://purl.obolibrary.org/obo/TO_0000592" , "1000-dehulled grain weight" , "TDGRWT" ,
 "http://purl.obolibrary.org/obo/TO_0000592" , "1000-dehulled grain weight" , "TDHULGRWT" ,
 "http://purl.obolibrary.org/obo/TO_0000138" , "brown rice protein" , "BrP" ,
 "http://purl.obolibrary.org/obo/TO_0000138" , "brown rice protein" , "Prt" ,
 "http://purl.obolibrary.org/obo/TO_0000138" , "brown rice protein" , "brown rice protein content" ,
 "http://purl.obolibrary.org/obo/TO_0000138" , "brown rice protein" , "BRWRPROT" ,
 "http://purl.obolibrary.org/obo/TO_0000358" , "female sterility" , "FEMST" ,
 "http://purl.obolibrary.org/obo/TO_0000543" , "leaf nitrogen content" , "LFNICN" ,
 "http://purl.obolibrary.org/obo/TO_0000312" , "NADH glutamate synthase content" , "glutamate synthase (NADH2)" ,
 "http://purl.obolibrary.org/obo/TO_0000312" , "NADH glutamate synthase content" , "glutamate synthase (NADH) activity" ,
 "http://purl.obolibrary.org/obo/TO_0000312" , "NADH glutamate synthase content" , "NADH-glutamate synthase" ,
 "http://purl.obolibrary.org/obo/TO_0000312" , "NADH glutamate synthase content" , "L-glutamate synthase (NADH)" ,
 "http://purl.obolibrary.org/obo/TO_0000312" , "NADH glutamate synthase content" , "NADHGOGATCN" ,
 "http://purl.obolibrary.org/obo/TO_0000312" , "NADH glutamate synthase content" , "NADH-dependent glutamate synthase" ,
 "http://purl.obolibrary.org/obo/TO_0000312" , "NADH glutamate synthase content" , "glutamate (reduced nicotinamide adenine dinucleotide) synthase" ,
 "http://purl.obolibrary.org/obo/TO_0000312" , "NADH glutamate synthase content" , "L-glutamate synthetase" ,
 "http://purl.obolibrary.org/obo/TO_0000026" , "aborted tri-nucleate stage" , "TNUABR" ,
 "http://purl.obolibrary.org/obo/TO_0000464" , "albino plantlet differentiation frequency" , "ALBPTLDFQ" ,
 "http://purl.obolibrary.org/obo/TO_0000143" , "relative biomass" , "relative biomass yield" ,
 "http://purl.obolibrary.org/obo/TO_0000143" , "relative biomass" , "RB" ,
 "http://purl.obolibrary.org/obo/TO_0000143" , "relative biomass" , "RELBIOM" ,
 "http://purl.obolibrary.org/obo/TO_0000224" , "iron sensitivity" , "FeTox" ,
 "http://purl.obolibrary.org/obo/TO_0000224" , "iron sensitivity" , "iron toxicity" ,
 "http://purl.obolibrary.org/obo/TO_0000224" , "iron sensitivity" , "FESN" ,
 "http://purl.obolibrary.org/obo/TO_0000328" , "sucrose content" , "saccharose content" ,
 "http://purl.obolibrary.org/obo/TO_0000328" , "sucrose content" , "SUCROSECN" ,
 "http://purl.obolibrary.org/obo/TO_0002661" , "seed maturation" , "nonsynchronous seed maturation" ,
 "http://purl.obolibrary.org/obo/TO_0002661" , "seed maturation" , "synchronous seed maturation" ,
 "http://purl.obolibrary.org/obo/TO_0002661" , "seed maturation" , "SDMT" ,
 "http://purl.obolibrary.org/obo/TO_0002661" , "seed maturation" , "asynchronous seed maturation" ,
 "http://purl.obolibrary.org/obo/TO_0000182" , "insecticide sensitivity" , "insecticide tolerance" ,
 "http://purl.obolibrary.org/obo/TO_0000379" , "cool paste viscosity" , "CPVIS" ,
 "http://purl.obolibrary.org/obo/TO_0000314" , "phosphoglycerate mutase content" , "PGAMCN" ,
 "http://purl.obolibrary.org/obo/TO_0000314" , "phosphoglycerate mutase content" , "PGAM" ,
 "http://purl.obolibrary.org/obo/TO_0000223" , "pistil morphology trait" , "pistil related trait  " ,
 "http://purl.obolibrary.org/obo/TO_0000015" , "oxygen sensitivity" , "oxygen deficiency" ,
 "http://purl.obolibrary.org/obo/TO_0000070" , "variegated leaf necrosis" , "ragged leaf" ,
 "http://purl.obolibrary.org/obo/TO_0000070" , "variegated leaf necrosis" , "VLFNEC" ,
 "http://purl.obolibrary.org/obo/TO_0000601" , "UV-B light sensitivity" , "UVBRS" ,
 "http://purl.obolibrary.org/obo/TO_0000601" , "UV-B light sensitivity" , "UV-B resistance" ,
 "http://purl.obolibrary.org/obo/TO_0000601" , "UV-B light sensitivity" , "Ultraviolet-A light sensitivity" ,
 "http://purl.obolibrary.org/obo/TO_0000601" , "UV-B light sensitivity" , "Ultraviolet-B resistance" ,
 "http://purl.obolibrary.org/obo/TO_0000120" , "percent root mass density" , "prmd" ,
 "http://purl.obolibrary.org/obo/TO_0000120" , "percent root mass density" , "PCENTRTMD" ,
 "http://purl.obolibrary.org/obo/TO_0000527" , "sodium uptake" , "NAUP" ,
 "http://purl.obolibrary.org/obo/TO_0000633" , "relative total dry weight" , "RELTDWT" ,
 "http://purl.obolibrary.org/obo/TO_0000524" , "submergence tolerance" , "SUBTL" ,
 "http://purl.obolibrary.org/obo/TO_0000676" , "style color" , "color of silk" ,
 "http://purl.obolibrary.org/obo/TO_0000676" , "style color" , "STYCL" ,
 "http://purl.obolibrary.org/obo/TO_0000676" , "style color" , "color of style" ,
 "http://purl.obolibrary.org/obo/TO_0000676" , "style color" , "silk color" ,
 "http://purl.obolibrary.org/obo/TO_0000164" , "stress trait" , "stress resistance" ,
 "http://purl.obolibrary.org/obo/TO_0000164" , "stress trait" , "crop damage" ,
 "http://purl.obolibrary.org/obo/TO_0000164" , "stress trait" , "stress tolerance" ,
 "http://purl.obolibrary.org/obo/TO_0000164" , "stress trait" , "stress susceptibility" ,
 "http://purl.obolibrary.org/obo/TO_0002750" , "ligule margin pubescence" , "LIGMPUBES" ,
 "http://purl.obolibrary.org/obo/TO_0000685" , "fruit tenderness" , "FRTENDER" ,
 "http://purl.obolibrary.org/obo/TO_0000685" , "fruit tenderness" , "TENDER" ,
 "http://purl.obolibrary.org/obo/TO_0000352" , "plant dry weight" , "PTDWT" ,
 "http://purl.obolibrary.org/obo/TO_0000352" , "plant dry weight" , "dry mass" ,
 "http://purl.obolibrary.org/obo/TO_0000352" , "plant dry weight" , "total dry mass" ,
 "http://purl.obolibrary.org/obo/TO_0000352" , "plant dry weight" , "DMASS" ,
 "http://purl.obolibrary.org/obo/TO_0000352" , "plant dry weight" , "RTWT" ,
 "http://purl.obolibrary.org/obo/TO_0002638" , "shoot meristem development" , "shoot meristem abortion" ,
 "http://purl.obolibrary.org/obo/TO_0002668" , "jasmonic acid content" , "jasmonate content" ,
 "http://purl.obolibrary.org/obo/TO_0002668" , "jasmonic acid content" , "JA content" ,
 "http://purl.obolibrary.org/obo/TO_0000346" , "tiller number" , "TINB" ,
